Plate,Sample,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,X Mean,Y Mean,X SD,Y SD
HW_BACT_6-26-25,blank,All Events,BL1 - BL1-H,N/A,0,50,0.000,N/A,N/A,N/A,N/A
HW_BACT_6-26-25,blank,R2,BL1 - BL1-H,N/A,0,50,0.000,N/A,N/A,N/A,N/A
HW_BACT_6-26-25,blank,R1,BL1 - BL1-H,N/A,0,50,0.000,N/A,N/A,N/A,N/A
HW_BACT_6-26-25,blank,R1,FSC - FSC-H,SSC - SSC-H,0,50,0.000,N/A,N/A,N/A,N/A
HW_BACT_6-26-25,blank,R3,BL1 - BL1-H,SSC - SSC-H,0,50,0.000,N/A,N/A,N/A,N/A
HW_BACT_6-26-25,blank,R1,BL1 - BL1-H,SSC - SSC-H,0,50,0.000,N/A,N/A,N/A,N/A
HW_BACT_6-26-25,LD_H_20_1,All Events,BL1 - BL1-H,N/A,6031,50,120.620,72599,N/A,59036.43,N/A
HW_BACT_6-26-25,LD_H_20_1,R2,BL1 - BL1-H,N/A,4627,50,92.540,91556,N/A,46917.92,N/A
HW_BACT_6-26-25,LD_H_20_1,R1,BL1 - BL1-H,N/A,6031,50,120.620,72599,N/A,59036.43,N/A
HW_BACT_6-26-25,LD_H_20_1,R1,FSC - FSC-H,SSC - SSC-H,6031,50,120.620,2135,1230,1138.15,949.28
HW_BACT_6-26-25,LD_H_20_1,R3,BL1 - BL1-H,SSC - SSC-H,4028,50,80.560,106168,1171,39297.52,712.88
HW_BACT_6-26-25,LD_H_20_1,R1,BL1 - BL1-H,SSC - SSC-H,6031,50,120.620,72599,1230,59036.43,949.28
HW_BACT_6-26-25,LD_H_20_2,All Events,BL1 - BL1-H,N/A,7815,50,156.300,52463,N/A,57845.76,N/A
HW_BACT_6-26-25,LD_H_20_2,R2,BL1 - BL1-H,N/A,5291,50,105.820,73880,N/A,53729.48,N/A
HW_BACT_6-26-25,LD_H_20_2,R1,BL1 - BL1-H,N/A,7815,50,156.300,52463,N/A,57845.76,N/A
HW_BACT_6-26-25,LD_H_20_2,R1,FSC - FSC-H,SSC - SSC-H,7815,50,156.300,2130,1258,1428.67,1042.77
HW_BACT_6-26-25,LD_H_20_2,R3,BL1 - BL1-H,SSC - SSC-H,3874,50,77.480,100732,1195,45487.37,806.96
HW_BACT_6-26-25,LD_H_20_2,R1,BL1 - BL1-H,SSC - SSC-H,7815,50,156.300,52463,1258,57845.76,1042.77
HW_BACT_6-26-25,LD_H_20_3,All Events,BL1 - BL1-H,N/A,18311,50,366.220,28173,N/A,43238.39,N/A
HW_BACT_6-26-25,LD_H_20_3,R2,BL1 - BL1-H,N/A,11595,50,231.900,42251,N/A,47870.17,N/A
HW_BACT_6-26-25,LD_H_20_3,R1,BL1 - BL1-H,N/A,18311,50,366.220,28173,N/A,43238.39,N/A
HW_BACT_6-26-25,LD_H_20_3,R1,FSC - FSC-H,SSC - SSC-H,18311,50,366.220,2079,1421,1113.36,1029.95
HW_BACT_6-26-25,LD_H_20_3,R3,BL1 - BL1-H,SSC - SSC-H,5626,50,112.520,78624,1171,48495.29,815.33
HW_BACT_6-26-25,LD_H_20_3,R1,BL1 - BL1-H,SSC - SSC-H,18311,50,366.220,28173,1421,43238.39,1029.95
HW_BACT_6-26-25,LD_H_25_1,All Events,BL1 - BL1-H,N/A,8866,50,177.320,34702,N/A,38963.21,N/A
HW_BACT_6-26-25,LD_H_25_1,R2,BL1 - BL1-H,N/A,5936,50,118.720,49993,N/A,37752.45,N/A
HW_BACT_6-26-25,LD_H_25_1,R1,BL1 - BL1-H,N/A,8866,50,177.320,34702,N/A,38963.21,N/A
HW_BACT_6-26-25,LD_H_25_1,R1,FSC - FSC-H,SSC - SSC-H,8866,50,177.320,2355,1536,1573.82,1388.81
HW_BACT_6-26-25,LD_H_25_1,R3,BL1 - BL1-H,SSC - SSC-H,4059,50,81.180,69503,1543,32079.26,873.78
HW_BACT_6-26-25,LD_H_25_1,R1,BL1 - BL1-H,SSC - SSC-H,8866,50,177.320,34702,1536,38963.21,1388.81
HW_BACT_6-26-25,LD_H_25_2,All Events,BL1 - BL1-H,N/A,9972,50,199.440,38258,N/A,41692.02,N/A
HW_BACT_6-26-25,LD_H_25_2,R2,BL1 - BL1-H,N/A,7274,50,145.480,51104,N/A,41331.83,N/A
HW_BACT_6-26-25,LD_H_25_2,R1,BL1 - BL1-H,N/A,9972,50,199.440,38258,N/A,41692.02,N/A
HW_BACT_6-26-25,LD_H_25_2,R1,FSC - FSC-H,SSC - SSC-H,9972,50,199.440,2325,1299,1468.27,1026.75
HW_BACT_6-26-25,LD_H_25_2,R3,BL1 - BL1-H,SSC - SSC-H,5036,50,100.720,70288,1256,36278.82,758.89
HW_BACT_6-26-25,LD_H_25_2,R1,BL1 - BL1-H,SSC - SSC-H,9972,50,199.440,38258,1299,41692.02,1026.75
HW_BACT_6-26-25,LD_H_25_3,All Events,BL1 - BL1-H,N/A,12774,50,255.480,44689,N/A,45347.50,N/A
HW_BACT_6-26-25,LD_H_25_3,R2,BL1 - BL1-H,N/A,9480,50,189.600,56718,N/A,34292.75,N/A
HW_BACT_6-26-25,LD_H_25_3,R1,BL1 - BL1-H,N/A,12774,50,255.480,44689,N/A,45347.50,N/A
HW_BACT_6-26-25,LD_H_25_3,R1,FSC - FSC-H,SSC - SSC-H,12774,50,255.480,2214,1497,1297.16,1062.82
HW_BACT_6-26-25,LD_H_25_3,R3,BL1 - BL1-H,SSC - SSC-H,7710,50,154.200,69996,1645,36247.10,1001.74
HW_BACT_6-26-25,LD_H_25_3,R1,BL1 - BL1-H,SSC - SSC-H,12774,50,255.480,44689,1497,45347.50,1062.82
HW_BACT_6-26-25,LD_H_30_1,All Events,BL1 - BL1-H,N/A,8666,50,173.320,35518,N/A,39509.63,N/A
HW_BACT_6-26-25,LD_H_30_1,R2,BL1 - BL1-H,N/A,6005,50,120.100,49555,N/A,38698.26,N/A
