Plate,Sample,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,X Mean,Y Mean,X SD,Y SD
HW_BACT_6-30-25,blank,All Events,BL1 - BL1-H,N/A,0,50,0.000,N/A,N/A,N/A,N/A
HW_BACT_6-30-25,blank,R2,BL1 - BL1-H,N/A,0,50,0.000,N/A,N/A,N/A,N/A
HW_BACT_6-30-25,blank,R1,BL1 - BL1-H,N/A,0,50,0.000,N/A,N/A,N/A,N/A
HW_BACT_6-30-25,blank,R1,FSC - FSC-H,SSC - SSC-H,0,50,0.000,N/A,N/A,N/A,N/A
HW_BACT_6-30-25,blank,R3,BL1 - BL1-H,SSC - SSC-H,0,50,0.000,N/A,N/A,N/A,N/A
HW_BACT_6-30-25,blank,R1,BL1 - BL1-H,SSC - SSC-H,0,50,0.000,N/A,N/A,N/A,N/A
HW_BACT_6-30-25,LD_H_20_1,All Events,BL1 - BL1-H,N/A,10609,50,212.180,87143,N/A,88519.91,N/A
HW_BACT_6-30-25,LD_H_20_1,R2,BL1 - BL1-H,N/A,9497,50,189.940,85782,N/A,44054.83,N/A
HW_BACT_6-30-25,LD_H_20_1,R1,BL1 - BL1-H,N/A,10609,50,212.180,87143,N/A,88519.91,N/A
HW_BACT_6-30-25,LD_H_20_1,R1,FSC - FSC-H,SSC - SSC-H,10609,50,212.180,2404,1059,1597.24,1219.46
HW_BACT_6-30-25,LD_H_20_1,R3,BL1 - BL1-H,SSC - SSC-H,7541,50,150.820,100161,1059,30603.65,648.41
HW_BACT_6-30-25,LD_H_20_1,R1,BL1 - BL1-H,SSC - SSC-H,10609,50,212.180,87143,1059,88519.91,1219.46
HW_BACT_6-30-25,LD_H_20_2,All Events,BL1 - BL1-H,N/A,8351,50,167.020,81428,N/A,46426.20,N/A
HW_BACT_6-30-25,LD_H_20_2,R2,BL1 - BL1-H,N/A,7666,50,153.320,87633,N/A,40340.15,N/A
HW_BACT_6-30-25,LD_H_20_2,R1,BL1 - BL1-H,N/A,8351,50,167.020,81428,N/A,46426.20,N/A
HW_BACT_6-30-25,LD_H_20_2,R1,FSC - FSC-H,SSC - SSC-H,8351,50,167.020,2526,1704,1781.63,1892.37
HW_BACT_6-30-25,LD_H_20_2,R3,BL1 - BL1-H,SSC - SSC-H,6575,50,131.500,100766,1131,30814.53,688.32
HW_BACT_6-30-25,LD_H_20_2,R1,BL1 - BL1-H,SSC - SSC-H,8351,50,167.020,81428,1704,46426.20,1892.37
HW_BACT_6-30-25,LD_H_20_3,All Events,BL1 - BL1-H,N/A,13152,50,263.040,56652,N/A,51361.24,N/A
HW_BACT_6-30-25,LD_H_20_3,R2,BL1 - BL1-H,N/A,10410,50,208.200,70560,N/A,48408.63,N/A
HW_BACT_6-30-25,LD_H_20_3,R1,BL1 - BL1-H,N/A,13152,50,263.040,56652,N/A,51361.24,N/A
HW_BACT_6-30-25,LD_H_20_3,R1,FSC - FSC-H,SSC - SSC-H,13152,50,263.040,2254,1529,1472.33,1403.98
HW_BACT_6-30-25,LD_H_20_3,R3,BL1 - BL1-H,SSC - SSC-H,6996,50,139.920,100713,1118,27837.61,689.07
HW_BACT_6-30-25,LD_H_20_3,R1,BL1 - BL1-H,SSC - SSC-H,13152,50,263.040,56652,1529,51361.24,1403.98
HW_BACT_6-30-25,LD_H_25_1,All Events,BL1 - BL1-H,N/A,11169,50,223.380,42075,N/A,37486.84,N/A
HW_BACT_6-30-25,LD_H_25_1,R2,BL1 - BL1-H,N/A,8225,50,164.500,55882,N/A,33584.57,N/A
HW_BACT_6-30-25,LD_H_25_1,R1,BL1 - BL1-H,N/A,11169,50,223.380,42075,N/A,37486.84,N/A
HW_BACT_6-30-25,LD_H_25_1,R1,FSC - FSC-H,SSC - SSC-H,11169,50,223.380,2345,1594,1515.07,1535.24
HW_BACT_6-30-25,LD_H_25_1,R3,BL1 - BL1-H,SSC - SSC-H,6433,50,128.660,69298,1509,25933.88,762.08
