Plate,Sample,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,X Mean,Y Mean,X SD,Y SD
HW_BACT_6-03-25,blank,All Events,BL1 - BL1-H,N/A,4,50,0.080,4769,N/A,1468.17,N/A
HW_BACT_6-03-25,blank,R2,BL1 - BL1-H,N/A,3,50,0.060,5420,N/A,830.55,N/A
HW_BACT_6-03-25,blank,R1,BL1 - BL1-H,N/A,4,50,0.080,4769,N/A,1468.17,N/A
HW_BACT_6-03-25,blank,R1,FSC - FSC-H,SSC - SSC-H,4,50,0.080,3223,3605,2474.77,5570.02
HW_BACT_6-03-25,blank,R3,BL1 - BL1-H,SSC - SSC-H,0,50,0.000,N/A,N/A,N/A,N/A
HW_BACT_6-03-25,blank,R1,BL1 - BL1-H,SSC - SSC-H,4,50,0.080,4769,3605,1468.17,5570.02
HW_BACT_6-03-25,LD_H_20_1,All Events,BL1 - BL1-H,N/A,9472,50,189.440,27951,N/A,39606.84,N/A
HW_BACT_6-03-25,LD_H_20_1,R2,BL1 - BL1-H,N/A,6536,50,130.720,39054,N/A,43307.12,N/A
HW_BACT_6-03-25,LD_H_20_1,R1,BL1 - BL1-H,N/A,9472,50,189.440,27951,N/A,39606.84,N/A
HW_BACT_6-03-25,LD_H_20_1,R1,FSC - FSC-H,SSC - SSC-H,9472,50,189.440,2258,3433,1229.70,3073.03
HW_BACT_6-03-25,LD_H_20_1,R3,BL1 - BL1-H,SSC - SSC-H,2478,50,49.560,85379,1194,37177.35,944.77
HW_BACT_6-03-25,LD_H_20_1,R1,BL1 - BL1-H,SSC - SSC-H,9472,50,189.440,27951,3433,39606.84,3073.03
HW_BACT_6-03-25,LD_H_20_2,All Events,BL1 - BL1-H,N/A,8835,50,176.700,30317,N/A,42236.46,N/A
HW_BACT_6-03-25,LD_H_20_2,R2,BL1 - BL1-H,N/A,5858,50,117.160,44058,N/A,45997.74,N/A
HW_BACT_6-03-25,LD_H_20_2,R1,BL1 - BL1-H,N/A,8835,50,176.700,30317,N/A,42236.46,N/A
HW_BACT_6-03-25,LD_H_20_2,R1,FSC - FSC-H,SSC - SSC-H,8835,50,176.700,2290,3875,1219.38,3414.23
HW_BACT_6-03-25,LD_H_20_2,R3,BL1 - BL1-H,SSC - SSC-H,2415,50,48.300,92396,1156,33397.30,817.12
HW_BACT_6-03-25,LD_H_20_2,R1,BL1 - BL1-H,SSC - SSC-H,8835,50,176.700,30317,3875,42236.46,3414.23
HW_BACT_6-03-25,LD_H_20_3,All Events,BL1 - BL1-H,N/A,8060,50,161.200,32500,N/A,42393.70,N/A
HW_BACT_6-03-25,LD_H_20_3,R2,BL1 - BL1-H,N/A,5642,50,112.840,45055,N/A,45187.06,N/A
HW_BACT_6-03-25,LD_H_20_3,R1,BL1 - BL1-H,N/A,8060,50,161.200,32500,N/A,42393.70,N/A
HW_BACT_6-03-25,LD_H_20_3,R1,FSC - FSC-H,SSC - SSC-H,8060,50,161.200,2354,4055,1217.68,3497.91
HW_BACT_6-03-25,LD_H_20_3,R3,BL1 - BL1-H,SSC - SSC-H,2344,50,46.880,92212,1216,31368.71,986.84
HW_BACT_6-03-25,LD_H_20_3,R1,BL1 - BL1-H,SSC - SSC-H,8060,50,161.200,32500,4055,42393.70,3497.91
HW_BACT_6-03-25,LD_H_25_1,All Events,BL1 - BL1-H,N/A,4685,50,93.700,57450,N/A,46512.93,N/A
HW_BACT_6-03-25,LD_H_25_1,R2,BL1 - BL1-H,N/A,4041,50,80.820,66034,N/A,44249.34,N/A
HW_BACT_6-03-25,LD_H_25_1,R1,BL1 - BL1-H,N/A,4685,50,93.700,57450,N/A,46512.93,N/A
HW_BACT_6-03-25,LD_H_25_1,R1,FSC - FSC-H,SSC - SSC-H,4685,50,93.700,2473,1754,1658.76,2036.60
HW_BACT_6-03-25,LD_H_25_1,R3,BL1 - BL1-H,SSC - SSC-H,3134,50,62.680,82477,1104,36364.01,595.72
HW_BACT_6-03-25,LD_H_25_1,R1,BL1 - BL1-H,SSC - SSC-H,4685,50,93.700,57450,1754,46512.93,2036.60
HW_BACT_6-03-25,LD_H_25_2,All Events,BL1 - BL1-H,N/A,4469,50,89.380,59562,N/A,45670.00,N/A
HW_BACT_6-03-25,LD_H_25_2,R2,BL1 - BL1-H,N/A,3932,50,78.640,67264,N/A,43322.64,N/A
HW_BACT_6-03-25,LD_H_25_2,R1,BL1 - BL1-H,N/A,4469,50,89.380,59562,N/A,45670.00,N/A
HW_BACT_6-03-25,LD_H_25_2,R1,FSC - FSC-H,SSC - SSC-H,4469,50,89.380,2320,1371,1430.70,1573.43
HW_BACT_6-03-25,LD_H_25_2,R3,BL1 - BL1-H,SSC - SSC-H,3179,50,63.580,81079,1099,36209.57,528.29
HW_BACT_6-03-25,LD_H_25_2,R1,BL1 - BL1-H,SSC - SSC-H,4469,50,89.380,59562,1371,45670.00,1573.43
HW_BACT_6-03-25,LD_H_25_3,All Events,BL1 - BL1-H,N/A,5512,50,110.240,46562,N/A,45091.82,N/A
HW_BACT_6-03-25,LD_H_25_3,R2,BL1 - BL1-H,N/A,4503,50,90.060,56278,N/A,44420.20,N/A
HW_BACT_6-03-25,LD_H_25_3,R1,BL1 - BL1-H,N/A,5512,50,110.240,46562,N/A,45091.82,N/A
HW_BACT_6-03-25,LD_H_25_3,R1,FSC - FSC-H,SSC - SSC-H,5512,50,110.240,2338,1459,1546.63,1680.22
HW_BACT_6-03-25,LD_H_25_3,R3,BL1 - BL1-H,SSC - SSC-H,3224,50,64.480,75145,1077,38511.24,607.09
HW_BACT_6-03-25,LD_H_25_3,R1,BL1 - BL1-H,SSC - SSC-H,5512,50,110.240,46562,1459,45091.82,1680.22
HW_BACT_6-03-25,LD_H_30_1,All Events,BL1 - BL1-H,N/A,471,50,9.420,12758,N/A,27564.71,N/A
HW_BACT_6-03-25,LD_H_30_1,R2,BL1 - BL1-H,N/A,159,50,3.180,31933,N/A,41242.24,N/A
HW_BACT_6-03-25,LD_H_30_1,R1,BL1 - BL1-H,N/A,471,50,9.420,12758,N/A,27564.71,N/A
HW_BACT_6-03-25,LD_H_30_1,R1,FSC - FSC-H,SSC - SSC-H,471,50,9.420,3204,1664,2116.18,2567.04
HW_BACT_6-03-25,LD_H_30_1,R3,BL1 - BL1-H,SSC - SSC-H,62,50,1.240,71489,922,42294.31,444.70
HW_BACT_6-03-25,LD_H_30_1,R1,BL1 - BL1-H,SSC - SSC-H,471,50,9.420,12758,1664,27564.71,2567.04
HW_BACT_6-03-25,LD_H_30_2,All Events,BL1 - BL1-H,N/A,5511,50,110.220,46052,N/A,39657.82,N/A
HW_BACT_6-03-25,LD_H_30_2,R2,BL1 - BL1-H,N/A,4486,50,89.720,55867,N/A,37603.47,N/A
HW_BACT_6-03-25,LD_H_30_2,R1,BL1 - BL1-H,N/A,5511,50,110.220,46052,N/A,39657.82,N/A
HW_BACT_6-03-25,LD_H_30_2,R1,FSC - FSC-H,SSC - SSC-H,5511,50,110.220,2458,1462,1496.44,1532.20
HW_BACT_6-03-25,LD_H_30_2,R3,BL1 - BL1-H,SSC - SSC-H,3603,50,72.060,67400,1272,32811.73,622.07
HW_BACT_6-03-25,LD_H_30_2,R1,BL1 - BL1-H,SSC - SSC-H,5511,50,110.220,46052,1462,39657.82,1532.20
HW_BACT_6-03-25,LD_H_30_3,All Events,BL1 - BL1-H,N/A,4678,50,93.560,60917,N/A,47466.06,N/A
HW_BACT_6-03-25,LD_H_30_3,R2,BL1 - BL1-H,N/A,4095,50,81.900,68951,N/A,44837.29,N/A
