Plate,Sample,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,X Mean,Y Mean,X SD,Y SD
HW_BACT_6-20-25,blank,All Events,BL1 - BL1-H,N/A,0,50,0.000,N/A,N/A,N/A,N/A
HW_BACT_6-20-25,blank,R2,BL1 - BL1-H,N/A,0,50,0.000,N/A,N/A,N/A,N/A
HW_BACT_6-20-25,blank,R1,BL1 - BL1-H,N/A,0,50,0.000,N/A,N/A,N/A,N/A
HW_BACT_6-20-25,blank,R1,FSC - FSC-H,SSC - SSC-H,0,50,0.000,N/A,N/A,N/A,N/A
HW_BACT_6-20-25,blank,R3,BL1 - BL1-H,SSC - SSC-H,0,50,0.000,N/A,N/A,N/A,N/A
HW_BACT_6-20-25,blank,R1,BL1 - BL1-H,SSC - SSC-H,0,50,0.000,N/A,N/A,N/A,N/A
HW_BACT_6-20-25,LD_H_20_1,All Events,BL1 - BL1-H,N/A,93052,50,1861.040,72197,N/A,38192.49,N/A
HW_BACT_6-20-25,LD_H_20_1,R2,BL1 - BL1-H,N/A,86372,50,1727.440,76739,N/A,32530.00,N/A
HW_BACT_6-20-25,LD_H_20_1,R1,BL1 - BL1-H,N/A,93052,50,1861.040,72197,N/A,38192.49,N/A
HW_BACT_6-20-25,LD_H_20_1,R1,FSC - FSC-H,SSC - SSC-H,93052,50,1861.040,2239,2035,1102.90,1454.70
HW_BACT_6-20-25,LD_H_20_1,R3,BL1 - BL1-H,SSC - SSC-H,79800,50,1596.000,82871,1943,29162.73,951.06
HW_BACT_6-20-25,LD_H_20_1,R1,BL1 - BL1-H,SSC - SSC-H,93052,50,1861.040,72197,2035,38192.49,1454.70
HW_BACT_6-20-25,LD_H_20_2,All Events,BL1 - BL1-H,N/A,88233,50,1764.660,72865,N/A,41063.84,N/A
HW_BACT_6-20-25,LD_H_20_2,R2,BL1 - BL1-H,N/A,81041,50,1620.820,78216,N/A,35289.90,N/A
HW_BACT_6-20-25,LD_H_20_2,R1,BL1 - BL1-H,N/A,88233,50,1764.660,72865,N/A,41063.84,N/A
HW_BACT_6-20-25,LD_H_20_2,R1,FSC - FSC-H,SSC - SSC-H,88233,50,1764.660,2236,1953,1148.63,1428.09
HW_BACT_6-20-25,LD_H_20_2,R3,BL1 - BL1-H,SSC - SSC-H,74608,50,1492.160,84822,1865,31844.21,923.35
HW_BACT_6-20-25,LD_H_20_2,R1,BL1 - BL1-H,SSC - SSC-H,88233,50,1764.660,72865,1953,41063.84,1428.09
HW_BACT_6-20-25,LD_H_20_3,All Events,BL1 - BL1-H,N/A,77139,50,1542.780,74441,N/A,39794.91,N/A
HW_BACT_6-20-25,LD_H_20_3,R2,BL1 - BL1-H,N/A,71606,50,1432.120,79104,N/A,34251.96,N/A
HW_BACT_6-20-25,LD_H_20_3,R1,BL1 - BL1-H,N/A,77139,50,1542.780,74441,N/A,39794.91,N/A
HW_BACT_6-20-25,LD_H_20_3,R1,FSC - FSC-H,SSC - SSC-H,77139,50,1542.780,2205,1972,1038.06,1486.94
HW_BACT_6-20-25,LD_H_20_3,R3,BL1 - BL1-H,SSC - SSC-H,66225,50,1324.500,85483,1854,30840.04,940.63
HW_BACT_6-20-25,LD_H_20_3,R1,BL1 - BL1-H,SSC - SSC-H,77139,50,1542.780,74441,1972,39794.91,1486.94
HW_BACT_6-20-25,LD_H_25_1,All Events,BL1 - BL1-H,N/A,69663,50,1393.260,57712,N/A,39224.65,N/A
HW_BACT_6-20-25,LD_H_25_1,R2,BL1 - BL1-H,N/A,59837,50,1196.740,66433,N/A,33926.62,N/A
HW_BACT_6-20-25,LD_H_25_1,R1,BL1 - BL1-H,N/A,69663,50,1393.260,57712,N/A,39224.65,N/A
HW_BACT_6-20-25,LD_H_25_1,R1,FSC - FSC-H,SSC - SSC-H,69663,50,1393.260,2334,1704,1433.84,1139.32
HW_BACT_6-20-25,LD_H_25_1,R3,BL1 - BL1-H,SSC - SSC-H,52577,50,1051.540,74574,1784,28150.80,901.99
HW_BACT_6-20-25,LD_H_25_1,R1,BL1 - BL1-H,SSC - SSC-H,69663,50,1393.260,57712,1704,39224.65,1139.32
HW_BACT_6-20-25,LD_H_25_2,All Events,BL1 - BL1-H,N/A,71299,50,1425.980,58026,N/A,37240.93,N/A
HW_BACT_6-20-25,LD_H_25_2,R2,BL1 - BL1-H,N/A,62089,50,1241.780,66003,N/A,32239.51,N/A
HW_BACT_6-20-25,LD_H_25_2,R1,BL1 - BL1-H,N/A,71299,50,1425.980,58026,N/A,37240.93,N/A
HW_BACT_6-20-25,LD_H_25_2,R1,FSC - FSC-H,SSC - SSC-H,71299,50,1425.980,2323,1740,1375.29,1144.08
HW_BACT_6-20-25,LD_H_25_2,R3,BL1 - BL1-H,SSC - SSC-H,55159,50,1103.180,73405,1836,26642.46,922.24
HW_BACT_6-20-25,LD_H_25_2,R1,BL1 - BL1-H,SSC - SSC-H,71299,50,1425.980,58026,1740,37240.93,1144.08
HW_BACT_6-20-25,LD_H_25_3,All Events,BL1 - BL1-H,N/A,104358,50,2087.160,57243,N/A,46022.31,N/A
HW_BACT_6-20-25,LD_H_25_3,R2,BL1 - BL1-H,N/A,91575,50,1831.500,62372,N/A,33988.32,N/A
HW_BACT_6-20-25,LD_H_25_3,R1,BL1 - BL1-H,N/A,104358,50,2087.160,57243,N/A,46022.31,N/A
HW_BACT_6-20-25,LD_H_25_3,R1,FSC - FSC-H,SSC - SSC-H,104358,50,2087.160,2328,1666,1415.97,1289.87
HW_BACT_6-20-25,LD_H_25_3,R3,BL1 - BL1-H,SSC - SSC-H,78588,50,1571.760,71947,1815,31778.06,1044.25
HW_BACT_6-20-25,LD_H_25_3,R1,BL1 - BL1-H,SSC - SSC-H,104358,50,2087.160,57243,1666,46022.31,1289.87
HW_BACT_6-20-25,LD_H_30_1,All Events,BL1 - BL1-H,N/A,90677,50,1813.540,59124,N/A,44541.23,N/A
HW_BACT_6-20-25,LD_H_30_1,R2,BL1 - BL1-H,N/A,74102,50,1482.040,71244,N/A,38345.20,N/A
HW_BACT_6-20-25,LD_H_30_1,R1,BL1 - BL1-H,N/A,90677,50,1813.540,59124,N/A,44541.23,N/A
HW_BACT_6-20-25,LD_H_30_1,R1,FSC - FSC-H,SSC - SSC-H,90677,50,1813.540,2581,1674,1934.87,1272.98
HW_BACT_6-20-25,LD_H_30_1,R3,BL1 - BL1-H,SSC - SSC-H,62625,50,1252.500,82722,1725,30621.84,886.26
HW_BACT_6-20-25,LD_H_30_1,R1,BL1 - BL1-H,SSC - SSC-H,90677,50,1813.540,59124,1674,44541.23,1272.98
HW_BACT_6-20-25,LD_H_30_2,All Events,BL1 - BL1-H,N/A,74406,50,1488.120,59113,N/A,43987.12,N/A
HW_BACT_6-20-25,LD_H_30_2,R2,BL1 - BL1-H,N/A,62373,50,1247.460,69659,N/A,38941.32,N/A
HW_BACT_6-20-25,LD_H_30_2,R1,BL1 - BL1-H,N/A,74406,50,1488.120,59113,N/A,43987.12,N/A
HW_BACT_6-20-25,LD_H_30_2,R1,FSC - FSC-H,SSC - SSC-H,74406,50,1488.120,2562,1624,1938.82,1262.65
HW_BACT_6-20-25,LD_H_30_2,R3,BL1 - BL1-H,SSC - SSC-H,53895,50,1077.900,79455,1680,33019.81,889.88
HW_BACT_6-20-25,LD_H_30_2,R1,BL1 - BL1-H,SSC - SSC-H,74406,50,1488.120,59113,1624,43987.12,1262.65
HW_BACT_6-20-25,LD_H_30_3,All Events,BL1 - BL1-H,N/A,82155,50,1643.100,55952,N/A,41766.74,N/A
HW_BACT_6-20-25,LD_H_30_3,R2,BL1 - BL1-H,N/A,67491,50,1349.820,67219,N/A,36561.85,N/A
HW_BACT_6-20-25,LD_H_30_3,R1,BL1 - BL1-H,N/A,82155,50,1643.100,55952,N/A,41766.74,N/A
HW_BACT_6-20-25,LD_H_30_3,R1,FSC - FSC-H,SSC - SSC-H,82155,50,1643.100,2527,1712,1878.10,1260.87
HW_BACT_6-20-25,LD_H_30_3,R3,BL1 - BL1-H,SSC - SSC-H,57461,50,1149.220,77750,1748,29401.31,885.26
HW_BACT_6-20-25,LD_H_30_3,R1,BL1 - BL1-H,SSC - SSC-H,82155,50,1643.100,55952,1712,41766.74,1260.87
HW_BACT_6-20-25,LD_C_20_1,All Events,BL1 - BL1-H,N/A,9957,50,199.140,68481,N/A,56816.02,N/A
HW_BACT_6-20-25,LD_C_20_1,R2,BL1 - BL1-H,N/A,7771,50,155.420,85997,N/A,47272.93,N/A
HW_BACT_6-20-25,LD_C_20_1,R1,BL1 - BL1-H,N/A,9957,50,199.140,68481,N/A,56816.02,N/A
HW_BACT_6-20-25,LD_C_20_1,R1,FSC - FSC-H,SSC - SSC-H,9957,50,199.140,2215,1998,1157.62,2109.91
HW_BACT_6-20-25,LD_C_20_1,R3,BL1 - BL1-H,SSC - SSC-H,6682,50,133.640,99003,1449,39960.67,877.53
HW_BACT_6-20-25,LD_C_20_1,R1,BL1 - BL1-H,SSC - SSC-H,9957,50,199.140,68481,1998,56816.02,2109.91
