Plate,Sample,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,X Mean,Y Mean,X SD,Y SD
HW_PYRO_20250713,OTB_C_30_N_2,R2,AreaSquareMicrons,CircularityPercent ,6,160,0.037,0.471,1117,34,335.96,18.29
HW_PYRO_20250713,OTB_C_30_N_2,R2,EccentricityPercent ,MajorDiameterMicrons ,6,160,0.037,0.471,70,44,7.22,5.62
HW_PYRO_20250713,OTB_C_30_N_2,R2,MinorDiameterMicrons ,PerimeterMicrons,6,160,0.037,0.471,31,213,5.61,27.28
HW_PYRO_20250713,OTB_C_30_N_2,R2,AreaSquareMicrons,CVIntensity,6,160,0.037,0.471,1117,48,335.96,5.79
HW_PYRO_20250713,OTB_C_30_N_2,R2,SkewnessIntensity,StandardDeviationIntensity,6,160,0.037,0.471,2,162,0.17,20.64
HW_PYRO_20250713,OTB_C_30_N_3,All Events,FSC - FSC-H,SSC - SSC-H,1273,159,8.006,100.000,116194,58681,100160.32,90511.61
HW_PYRO_20250713,OTB_C_30_N_3,R1,FSC - FSC-H,SSC - SSC-H,13,159,0.082,1.021,389433,490870,113825.69,77661.94
HW_PYRO_20250713,OTB_C_30_N_3,R2,BL3 - BL3-H,SSC - SSC-H,4,159,0.025,0.314,38419,551540,8660.22,103798.91
HW_PYRO_20250713,OTB_C_30_N_3,R1,BL3 - BL3-H,SSC - SSC-H,13,159,0.082,1.021,11856,490870,18933.44,77661.94
HW_PYRO_20250713,OTB_C_30_N_3,R2,AreaSquareMicrons,CircularityPercent ,4,159,0.025,0.314,1212,39,340.02,23.25
HW_PYRO_20250713,OTB_C_30_N_3,R2,EccentricityPercent ,MajorDiameterMicrons ,4,159,0.025,0.314,70,46,9.51,5.47
HW_PYRO_20250713,OTB_C_30_N_3,R2,MinorDiameterMicrons ,PerimeterMicrons,4,159,0.025,0.314,33,214,5.84,53.43
HW_PYRO_20250713,OTB_C_30_N_3,R2,AreaSquareMicrons,CVIntensity,4,159,0.025,0.314,1212,45,340.02,4.01
HW_PYRO_20250713,OTB_C_30_N_3,R2,SkewnessIntensity,StandardDeviationIntensity,4,159,0.025,0.314,1,156,0.32,20.19
HW_PYRO_20250713,OTB_H_25_3,All Events,FSC - FSC-H,SSC - SSC-H,1054,160,6.588,100.000,102517,55343,98435.29,98076.97
HW_PYRO_20250713,OTB_H_25_3,R1,FSC - FSC-H,SSC - SSC-H,17,160,0.106,1.613,277857,601699,97225.78,129264.90
HW_PYRO_20250713,OTB_H_25_3,R2,BL3 - BL3-H,SSC - SSC-H,11,160,0.069,1.044,37139,656979,4896.98,108955.04
HW_PYRO_20250713,OTB_H_25_3,R1,BL3 - BL3-H,SSC - SSC-H,17,160,0.106,1.613,24044,601699,18680.96,129264.90
HW_PYRO_20250713,OTB_H_25_3,R2,AreaSquareMicrons,CircularityPercent ,11,160,0.069,1.044,1004,35,281.75,18.31
HW_PYRO_20250713,OTB_H_25_3,R2,EccentricityPercent ,MajorDiameterMicrons ,11,160,0.069,1.044,68,42,11.38,3.58
HW_PYRO_20250713,OTB_H_25_3,R2,MinorDiameterMicrons ,PerimeterMicrons,11,160,0.069,1.044,30,201,6.10,29.12
HW_PYRO_20250713,OTB_H_25_3,R2,AreaSquareMicrons,CVIntensity,11,160,0.069,1.044,1004,45,281.75,5.28
HW_PYRO_20250713,OTB_H_25_3,R2,SkewnessIntensity,StandardDeviationIntensity,11,160,0.069,1.044,1,153,0.25,22.06
HW_PYRO_20250713,OTB_H_30_1,All Events,FSC - FSC-H,SSC - SSC-H,169,159,1.063,100.000,102542,75508,117734.21,93892.02
HW_PYRO_20250713,OTB_H_30_1,R1,FSC - FSC-H,SSC - SSC-H,4,159,0.025,2.367,535618,460862,77198.77,68670.67
HW_PYRO_20250713,OTB_H_30_1,R2,BL3 - BL3-H,SSC - SSC-H,0,159,0.000,0.000,N/A,N/A,N/A,N/A
HW_PYRO_20250713,OTB_H_30_1,R1,BL3 - BL3-H,SSC - SSC-H,4,159,0.025,2.367,36,460862,13.60,68670.67
