Plate,Sample,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,X Mean,Y Mean,X SD,Y SD
HW_PYRO_20250713,Blank,All Events,FSC - FSC-H,SSC - SSC-H,0,160,0.000,N/A,N/A,N/A,N/A,N/A
HW_PYRO_20250713,Blank,R1,FSC - FSC-H,SSC - SSC-H,0,160,0.000,N/A,N/A,N/A,N/A,N/A
HW_PYRO_20250713,Blank,R2,BL3 - BL3-H,SSC - SSC-H,0,160,0.000,N/A,N/A,N/A,N/A,N/A
HW_PYRO_20250713,Blank,R1,BL3 - BL3-H,SSC - SSC-H,0,160,0.000,N/A,N/A,N/A,N/A,N/A
HW_PYRO_20250713,LD_H_20_1,All Events,FSC - FSC-H,SSC - SSC-H,596,160,3.725,100.000,130069,88113,135216.88,148399.35
HW_PYRO_20250713,LD_H_20_1,R1,FSC - FSC-H,SSC - SSC-H,29,160,0.181,4.866,330535,564429,157561.19,146470.40
HW_PYRO_20250713,LD_H_20_1,R2,BL3 - BL3-H,SSC - SSC-H,8,160,0.050,1.342,36123,644896,6680.63,140088.52
HW_PYRO_20250713,LD_H_20_1,R1,BL3 - BL3-H,SSC - SSC-H,29,160,0.181,4.866,9996,564429,16748.39,146470.40
HW_PYRO_20250713,LD_H_20_1,R2,AreaSquareMicrons,CircularityPercent ,8,160,0.050,1.342,1014,38,531.89,20.88
HW_PYRO_20250713,LD_H_20_1,R2,EccentricityPercent ,MajorDiameterMicrons ,8,160,0.050,1.342,66,41,13.83,8.20
HW_PYRO_20250713,LD_H_20_1,R2,MinorDiameterMicrons ,PerimeterMicrons,8,160,0.050,1.342,30,190,10.97,57.81
HW_PYRO_20250713,LD_H_20_1,R2,AreaSquareMicrons,CVIntensity,8,160,0.050,1.342,1014,49,531.89,8.27
HW_PYRO_20250713,LD_H_20_1,R2,SkewnessIntensity,StandardDeviationIntensity,8,160,0.050,1.342,1,166,0.64,31.04
HW_PYRO_20250713,LD_H_20_2,All Events,FSC - FSC-H,SSC - SSC-H,798,160,4.987,100.000,97130,47638,110912.09,93324.79
HW_PYRO_20250713,LD_H_20_2,R1,FSC - FSC-H,SSC - SSC-H,13,160,0.081,1.629,389458,496265,123013.97,115435.25
HW_PYRO_20250713,LD_H_20_2,R2,BL3 - BL3-H,SSC - SSC-H,3,160,0.019,0.376,36283,584935,2760.35,241423.35
HW_PYRO_20250713,LD_H_20_2,R1,BL3 - BL3-H,SSC - SSC-H,13,160,0.081,1.629,8462,496265,15901.57,115435.25
HW_PYRO_20250713,LD_H_20_2,R2,AreaSquareMicrons,CircularityPercent ,3,160,0.019,0.376,1021,21,53.03,7.21
HW_PYRO_20250713,LD_H_20_2,R2,EccentricityPercent ,MajorDiameterMicrons ,3,160,0.019,0.376,79,48,12.63,4.89
HW_PYRO_20250713,LD_H_20_2,R2,MinorDiameterMicrons ,PerimeterMicrons,3,160,0.019,0.376,28,254,4.27,42.82
HW_PYRO_20250713,LD_H_20_2,R2,AreaSquareMicrons,CVIntensity,3,160,0.019,0.376,1021,45,53.03,6.91
HW_PYRO_20250713,LD_H_20_2,R2,SkewnessIntensity,StandardDeviationIntensity,3,160,0.019,0.376,1,185,0.38,23.10
HW_PYRO_20250713,LD_H_20_3,All Events,FSC - FSC-H,SSC - SSC-H,969,160,6.056,100.000,134771,69762,136084.02,116028.59
HW_PYRO_20250713,LD_H_20_3,R1,FSC - FSC-H,SSC - SSC-H,24,160,0.150,2.477,384400,517241,132766.06,104021.19
HW_PYRO_20250713,LD_H_20_3,R2,BL3 - BL3-H,SSC - SSC-H,6,160,0.037,0.619,38929,561944,5989.09,149707.90
HW_PYRO_20250713,LD_H_20_3,R1,BL3 - BL3-H,SSC - SSC-H,24,160,0.150,2.477,9763,517241,17426.46,104021.19
HW_PYRO_20250713,LD_H_20_3,R2,AreaSquareMicrons,CircularityPercent ,6,160,0.037,0.619,1006,38,541.05,26.07
HW_PYRO_20250713,LD_H_20_3,R2,EccentricityPercent ,MajorDiameterMicrons ,6,160,0.037,0.619,65,41,24.93,9.83
HW_PYRO_20250713,LD_H_20_3,R2,MinorDiameterMicrons ,PerimeterMicrons,6,160,0.037,0.619,29,197,13.19,75.86
HW_PYRO_20250713,LD_H_20_3,R2,AreaSquareMicrons,CVIntensity,6,160,0.037,0.619,1006,46,541.05,6.60
HW_PYRO_20250713,LD_H_20_3,R2,SkewnessIntensity,StandardDeviationIntensity,6,160,0.037,0.619,1,157,0.60,20.75
HW_PYRO_20250713,LD_H_25_1,All Events,FSC - FSC-H,SSC - SSC-H,1581,160,9.881,100.000,96793,52520,100701.05,113870.87
HW_PYRO_20250713,LD_H_25_1,R1,FSC - FSC-H,SSC - SSC-H,44,160,0.275,2.783,390918,569365,152685.44,127548.00
HW_PYRO_20250713,LD_H_25_1,R2,BL3 - BL3-H,SSC - SSC-H,20,160,0.125,1.265,43044,598024,7608.60,95076.79
HW_PYRO_20250713,LD_H_25_1,R1,BL3 - BL3-H,SSC - SSC-H,44,160,0.275,2.783,19742,569365,22123.27,127548.00
HW_PYRO_20250713,LD_H_25_1,R2,AreaSquareMicrons,CircularityPercent ,20,160,0.125,1.265,754,28,411.68,20.19
HW_PYRO_20250713,LD_H_25_1,R2,EccentricityPercent ,MajorDiameterMicrons ,20,160,0.125,1.265,61,34,27.54,13.76
HW_PYRO_20250713,LD_H_25_1,R2,MinorDiameterMicrons ,PerimeterMicrons,20,160,0.125,1.265,24,175,11.53,79.89
HW_PYRO_20250713,LD_H_25_1,R2,AreaSquareMicrons,CVIntensity,20,160,0.125,1.265,754,46,411.68,16.20
HW_PYRO_20250713,LD_H_25_1,R2,SkewnessIntensity,StandardDeviationIntensity,20,160,0.125,1.265,1,157,0.59,57.67
HW_PYRO_20250713,LD_H_25_2,All Events,FSC - FSC-H,SSC - SSC-H,1017,160,6.356,100.000,102986,70753,101604.55,153384.01
HW_PYRO_20250713,LD_H_25_2,R1,FSC - FSC-H,SSC - SSC-H,61,160,0.381,5.998,307622,600675,104715.33,123173.70
HW_PYRO_20250713,LD_H_25_2,R2,BL3 - BL3-H,SSC - SSC-H,42,160,0.263,4.130,40335,602757,9785.71,110505.83
HW_PYRO_20250713,LD_H_25_2,R1,BL3 - BL3-H,SSC - SSC-H,61,160,0.381,5.998,27790,600675,20473.01,123173.70
HW_PYRO_20250713,LD_H_25_2,R2,AreaSquareMicrons,CircularityPercent ,42,160,0.263,4.130,944,38,439.08,21.37
HW_PYRO_20250713,LD_H_25_2,R2,EccentricityPercent ,MajorDiameterMicrons ,42,160,0.263,4.130,67,40,17.94,11.10
HW_PYRO_20250713,LD_H_25_2,R2,MinorDiameterMicrons ,PerimeterMicrons,42,160,0.263,4.130,28,179,10.51,60.49
HW_PYRO_20250713,LD_H_25_2,R2,AreaSquareMicrons,CVIntensity,42,160,0.263,4.130,944,47,439.08,12.69
HW_PYRO_20250713,LD_H_25_2,R2,SkewnessIntensity,StandardDeviationIntensity,42,160,0.263,4.130,1,158,0.59,37.92
HW_PYRO_20250713,LD_H_25_3,All Events,FSC - FSC-H,SSC - SSC-H,1751,160,10.944,100.000,84718,128555,72859.76,155945.98
HW_PYRO_20250713,LD_H_25_3,R1,FSC - FSC-H,SSC - SSC-H,113,160,0.706,6.453,260457,584322,80746.38,139354.47
HW_PYRO_20250713,LD_H_25_3,R2,BL3 - BL3-H,SSC - SSC-H,15,160,0.094,0.857,40788,600120,11296.63,95669.38
HW_PYRO_20250713,LD_H_25_3,R1,BL3 - BL3-H,SSC - SSC-H,113,160,0.706,6.453,5452,584322,14448.98,139354.47
HW_PYRO_20250713,LD_H_25_3,R2,AreaSquareMicrons,CircularityPercent ,15,160,0.094,0.857,751,26,449.80,18.45
HW_PYRO_20250713,LD_H_25_3,R2,EccentricityPercent ,MajorDiameterMicrons ,15,160,0.094,0.857,68,37,28.98,17.52
HW_PYRO_20250713,LD_H_25_3,R2,MinorDiameterMicrons ,PerimeterMicrons,15,160,0.094,0.857,22,181,11.00,104.90
HW_PYRO_20250713,LD_H_25_3,R2,AreaSquareMicrons,CVIntensity,15,160,0.094,0.857,751,42,449.80,18.91
HW_PYRO_20250713,LD_H_25_3,R2,SkewnessIntensity,StandardDeviationIntensity,15,160,0.094,0.857,1,145,0.56,67.28
HW_PYRO_20250713,LD_H_30_1,All Events,FSC - FSC-H,SSC - SSC-H,676,160,4.225,100.000,91778,163113,73123.71,174090.88
HW_PYRO_20250713,LD_H_30_1,R1,FSC - FSC-H,SSC - SSC-H,70,160,0.438,10.355,225265,587786,57923.70,115324.14
HW_PYRO_20250713,LD_H_30_1,R2,BL3 - BL3-H,SSC - SSC-H,13,160,0.081,1.923,38583,587441,4137.89,79038.82
HW_PYRO_20250713,LD_H_30_1,R1,BL3 - BL3-H,SSC - SSC-H,70,160,0.438,10.355,7201,587786,15193.79,115324.14
HW_PYRO_20250713,LD_H_30_1,R2,AreaSquareMicrons,CircularityPercent ,13,160,0.081,1.923,453,29,377.58,19.54
HW_PYRO_20250713,LD_H_30_1,R2,EccentricityPercent ,MajorDiameterMicrons ,13,160,0.081,1.923,71,29,33.63,15.86
HW_PYRO_20250713,LD_H_30_1,R2,MinorDiameterMicrons ,PerimeterMicrons,13,160,0.081,1.923,15,124,10.90,83.17
HW_PYRO_20250713,LD_H_30_1,R2,AreaSquareMicrons,CVIntensity,13,160,0.081,1.923,453,44,377.58,29.02
HW_PYRO_20250713,LD_H_30_1,R2,SkewnessIntensity,StandardDeviationIntensity,13,160,0.081,1.923,1,127,0.68,65.91
HW_PYRO_20250713,LD_H_30_2,All Events,FSC - FSC-H,SSC - SSC-H,367,159,2.308,100.000,114627,117116,129049.95,218502.24
HW_PYRO_20250713,LD_H_30_2,R1,FSC - FSC-H,SSC - SSC-H,54,159,0.340,14.714,327313,614368,104319.19,108897.73
HW_PYRO_20250713,LD_H_30_2,R2,BL3 - BL3-H,SSC - SSC-H,49,159,0.308,13.351,42114,614203,6682.71,101722.76
HW_PYRO_20250713,LD_H_30_2,R1,BL3 - BL3-H,SSC - SSC-H,54,159,0.340,14.714,38258,614368,13748.26,108897.73
HW_PYRO_20250713,LD_H_30_2,R2,AreaSquareMicrons,CircularityPercent ,49,159,0.308,13.351,809,32,389.60,17.43
HW_PYRO_20250713,LD_H_30_2,R2,EccentricityPercent ,MajorDiameterMicrons ,49,159,0.308,13.351,70,38,22.15,11.93
HW_PYRO_20250713,LD_H_30_2,R2,MinorDiameterMicrons ,PerimeterMicrons,49,159,0.308,13.351,25,177,9.57,70.44
HW_PYRO_20250713,LD_H_30_2,R2,AreaSquareMicrons,CVIntensity,49,159,0.308,13.351,809,47,389.60,15.58
HW_PYRO_20250713,LD_H_30_2,R2,SkewnessIntensity,StandardDeviationIntensity,49,159,0.308,13.351,1,154,0.44,49.63
HW_PYRO_20250713,LD_H_30_3,All Events,FSC - FSC-H,SSC - SSC-H,395,160,2.469,100.000,116907,117699,117132.00,203067.89
HW_PYRO_20250713,LD_H_30_3,R1,FSC - FSC-H,SSC - SSC-H,50,160,0.313,12.658,279556,605926,97894.67,106201.02
HW_PYRO_20250713,LD_H_30_3,R2,BL3 - BL3-H,SSC - SSC-H,47,160,0.294,11.899,39287,611560,6181.12,107029.37
HW_PYRO_20250713,LD_H_30_3,R1,BL3 - BL3-H,SSC - SSC-H,50,160,0.313,12.658,36932,605926,11158.34,106201.02
HW_PYRO_20250713,LD_H_30_3,R2,AreaSquareMicrons,CircularityPercent ,47,160,0.294,11.899,758,28,366.05,19.05
HW_PYRO_20250713,LD_H_30_3,R2,EccentricityPercent ,MajorDiameterMicrons ,47,160,0.294,11.899,67,37,28.64,15.48
HW_PYRO_20250713,LD_H_30_3,R2,MinorDiameterMicrons ,PerimeterMicrons,47,160,0.294,11.899,23,176,10.38,88.31
HW_PYRO_20250713,LD_H_30_3,R2,AreaSquareMicrons,CVIntensity,47,160,0.294,11.899,758,43,366.05,19.51
HW_PYRO_20250713,LD_H_30_3,R2,SkewnessIntensity,StandardDeviationIntensity,47,160,0.294,11.899,1,142,0.54,60.55
HW_PYRO_20250713,LD_C_20_1,All Events,FSC - FSC-H,SSC - SSC-H,148,159,0.931,100.000,45314,26154,32467.59,67417.74
HW_PYRO_20250713,LD_C_20_1,R1,FSC - FSC-H,SSC - SSC-H,2,159,0.013,1.351,86106,571632,3719.38,88775.84
HW_PYRO_20250713,LD_C_20_1,R2,BL3 - BL3-H,SSC - SSC-H,2,159,0.013,1.351,61490,571632,2018.08,88775.84
HW_PYRO_20250713,LD_C_20_1,R1,BL3 - BL3-H,SSC - SSC-H,2,159,0.013,1.351,61490,571632,2018.08,88775.84
HW_PYRO_20250713,LD_C_20_1,R2,AreaSquareMicrons,CircularityPercent ,2,159,0.013,1.351,12,7,17.56,9.45
HW_PYRO_20250713,LD_C_20_1,R2,EccentricityPercent ,MajorDiameterMicrons ,2,159,0.013,1.351,50,11,70.56,15.67
HW_PYRO_20250713,LD_C_20_1,R2,MinorDiameterMicrons ,PerimeterMicrons,2,159,0.013,1.351,1,24,1.01,34.18
HW_PYRO_20250713,LD_C_20_1,R2,AreaSquareMicrons,CVIntensity,2,159,0.013,1.351,12,9,17.56,12.95
HW_PYRO_20250713,LD_C_20_1,R2,SkewnessIntensity,StandardDeviationIntensity,2,159,0.013,1.351,0,41,0.39,58.67
HW_PYRO_20250713,LD_C_25_2,All Events,FSC - FSC-H,SSC - SSC-H,172,159,1.082,100.000,172983,120115,136309.20,138467.18
HW_PYRO_20250713,LD_C_25_2,R1,FSC - FSC-H,SSC - SSC-H,10,159,0.063,5.814,329569,526116,144456.29,117954.33
HW_PYRO_20250713,LD_C_25_2,R2,BL3 - BL3-H,SSC - SSC-H,4,159,0.025,2.326,43581,564131,2934.62,139710.86
HW_PYRO_20250713,LD_C_25_2,R1,BL3 - BL3-H,SSC - SSC-H,10,159,0.063,5.814,17464,526116,22541.83,117954.33
HW_PYRO_20250713,LD_C_25_2,R2,AreaSquareMicrons,CircularityPercent ,4,159,0.025,2.326,1165,44,292.81,26.55
HW_PYRO_20250713,LD_C_25_2,R2,EccentricityPercent ,MajorDiameterMicrons ,4,159,0.025,2.326,66,45,14.53,3.05
HW_PYRO_20250713,LD_C_25_2,R2,MinorDiameterMicrons ,PerimeterMicrons,4,159,0.025,2.326,33,193,6.68,27.10
HW_PYRO_20250713,LD_C_25_2,R2,AreaSquareMicrons,CVIntensity,4,159,0.025,2.326,1165,46,292.81,4.05
HW_PYRO_20250713,LD_C_25_2,R2,SkewnessIntensity,StandardDeviationIntensity,4,159,0.025,2.326,2,151,0.40,12.79
HW_PYRO_20250713,LD_C_25_3,All Events,FSC - FSC-H,SSC - SSC-H,78,159,0.491,100.000,100135,99788,109439.57,97361.04
HW_PYRO_20250713,LD_C_25_3,R1,FSC - FSC-H,SSC - SSC-H,1,159,0.006,1.282,437128,493473,N/A,N/A
HW_PYRO_20250713,LD_C_25_3,R2,BL3 - BL3-H,SSC - SSC-H,1,159,0.006,1.282,36253,493473,N/A,N/A
HW_PYRO_20250713,LD_C_25_3,R1,BL3 - BL3-H,SSC - SSC-H,1,159,0.006,1.282,36253,493473,N/A,N/A
HW_PYRO_20250713,LD_C_25_3,R2,AreaSquareMicrons,CircularityPercent ,1,159,0.006,1.282,1167,18,N/A,N/A
HW_PYRO_20250713,LD_C_25_3,R2,EccentricityPercent ,MajorDiameterMicrons ,1,159,0.006,1.282,57,43,N/A,N/A
HW_PYRO_20250713,LD_C_25_3,R2,MinorDiameterMicrons ,PerimeterMicrons,1,159,0.006,1.282,35,285,N/A,N/A
HW_PYRO_20250713,LD_C_25_3,R2,AreaSquareMicrons,CVIntensity,1,159,0.006,1.282,1167,43,N/A,N/A
HW_PYRO_20250713,LD_C_25_3,R2,SkewnessIntensity,StandardDeviationIntensity,1,159,0.006,1.282,1,160,N/A,N/A
HW_PYRO_20250713,LD_C_30_1,All Events,FSC - FSC-H,SSC - SSC-H,3412,160,21.325,100.000,96215,40827,92919.57,89758.49
HW_PYRO_20250713,LD_C_30_1,R1,FSC - FSC-H,SSC - SSC-H,48,160,0.300,1.407,363721,565292,125381.37,99438.21
HW_PYRO_20250713,LD_C_30_1,R2,BL3 - BL3-H,SSC - SSC-H,32,160,0.200,0.938,46343,578414,5679.68,81244.44
HW_PYRO_20250713,LD_C_30_1,R1,BL3 - BL3-H,SSC - SSC-H,48,160,0.300,1.407,31012,565292,22401.31,99438.21
HW_PYRO_20250713,LD_C_30_1,R2,AreaSquareMicrons,CircularityPercent ,32,160,0.200,0.938,932,30,325.38,16.84
HW_PYRO_20250713,LD_C_30_1,R2,EccentricityPercent ,MajorDiameterMicrons ,32,160,0.200,0.938,67,41,18.26,8.75
HW_PYRO_20250713,LD_C_30_1,R2,MinorDiameterMicrons ,PerimeterMicrons,32,160,0.200,0.938,28,203,8.77,58.32
HW_PYRO_20250713,LD_C_30_1,R2,AreaSquareMicrons,CVIntensity,32,160,0.200,0.938,932,51,325.38,11.70
HW_PYRO_20250713,LD_C_30_1,R2,SkewnessIntensity,StandardDeviationIntensity,32,160,0.200,0.938,1,170,0.48,43.87
HW_PYRO_20250713,LD_C_30_2,All Events,FSC - FSC-H,SSC - SSC-H,1268,159,7.975,100.000,114731,67303,103312.33,119910.29
HW_PYRO_20250713,LD_C_30_2,R1,FSC - FSC-H,SSC - SSC-H,38,159,0.239,2.997,322934,575507,100241.39,107096.98
HW_PYRO_20250713,LD_C_30_2,R2,BL3 - BL3-H,SSC - SSC-H,31,159,0.195,2.445,43370,580298,5660.77,96029.19
HW_PYRO_20250713,LD_C_30_2,R1,BL3 - BL3-H,SSC - SSC-H,38,159,0.239,2.997,35393,575507,17760.42,107096.98
HW_PYRO_20250713,LD_C_30_2,R2,AreaSquareMicrons,CircularityPercent ,31,159,0.195,2.445,973,38,338.72,21.15
HW_PYRO_20250713,LD_C_30_2,R2,EccentricityPercent ,MajorDiameterMicrons ,31,159,0.195,2.445,70,43,15.60,5.40
HW_PYRO_20250713,LD_C_30_2,R2,MinorDiameterMicrons ,PerimeterMicrons,31,159,0.195,2.445,29,191,8.29,37.89
HW_PYRO_20250713,LD_C_30_2,R2,AreaSquareMicrons,CVIntensity,31,159,0.195,2.445,973,51,338.72,6.87
HW_PYRO_20250713,LD_C_30_2,R2,SkewnessIntensity,StandardDeviationIntensity,31,159,0.195,2.445,1,161,0.29,17.71
HW_PYRO_20250713,LD_C_30_3,All Events,FSC - FSC-H,SSC - SSC-H,269,159,1.692,100.000,143502,168162,131138.45,247385.22
HW_PYRO_20250713,LD_C_30_3,R1,FSC - FSC-H,SSC - SSC-H,65,159,0.409,24.164,331250,589815,53437.81,73212.37
HW_PYRO_20250713,LD_C_30_3,R2,BL3 - BL3-H,SSC - SSC-H,65,159,0.409,24.164,43925,589815,4167.99,73212.37
HW_PYRO_20250713,LD_C_30_3,R1,BL3 - BL3-H,SSC - SSC-H,65,159,0.409,24.164,43925,589815,4167.99,73212.37
HW_PYRO_20250713,LD_C_30_3,R2,AreaSquareMicrons,CircularityPercent ,65,159,0.409,24.164,936,33,338.27,19.22
HW_PYRO_20250713,LD_C_30_3,R2,EccentricityPercent ,MajorDiameterMicrons ,65,159,0.409,24.164,67,41,20.52,10.21
HW_PYRO_20250713,LD_C_30_3,R2,MinorDiameterMicrons ,PerimeterMicrons,65,159,0.409,24.164,28,190,9.04,55.34
HW_PYRO_20250713,LD_C_30_3,R2,AreaSquareMicrons,CVIntensity,65,159,0.409,24.164,936,47,338.27,13.62
HW_PYRO_20250713,LD_C_30_3,R2,SkewnessIntensity,StandardDeviationIntensity,65,159,0.409,24.164,1,155,0.41,42.81
HW_PYRO_20250713,LD_H_20_1_N,All Events,FSC - FSC-H,SSC - SSC-H,26,160,0.163,100.000,99140,96853,124713.25,212931.36
HW_PYRO_20250713,LD_H_20_1_N,R1,FSC - FSC-H,SSC - SSC-H,2,160,0.013,7.692,369479,732827,184928.93,229664.04
HW_PYRO_20250713,LD_H_20_1_N,R2,BL3 - BL3-H,SSC - SSC-H,1,160,0.006,3.846,45818,895224,N/A,N/A
HW_PYRO_20250713,LD_H_20_1_N,R1,BL3 - BL3-H,SSC - SSC-H,2,160,0.013,7.692,22929,732827,32370.64,229664.04
HW_PYRO_20250713,LD_H_20_1_N,R2,AreaSquareMicrons,CircularityPercent ,1,160,0.006,3.846,0,0,N/A,N/A
HW_PYRO_20250713,LD_H_20_1_N,R2,EccentricityPercent ,MajorDiameterMicrons ,1,160,0.006,3.846,0,0,N/A,N/A
HW_PYRO_20250713,LD_H_20_1_N,R2,MinorDiameterMicrons ,PerimeterMicrons,1,160,0.006,3.846,0,0,N/A,N/A
HW_PYRO_20250713,LD_H_20_1_N,R2,AreaSquareMicrons,CVIntensity,1,160,0.006,3.846,0,0,N/A,N/A
HW_PYRO_20250713,LD_H_20_1_N,R2,SkewnessIntensity,StandardDeviationIntensity,1,160,0.006,3.846,0,0,N/A,N/A
HW_PYRO_20250713,LD_H_20_2_N,All Events,FSC - FSC-H,SSC - SSC-H,358,160,2.237,100.000,111651,100938,116078.85,192879.76
HW_PYRO_20250713,LD_H_20_2_N,R1,FSC - FSC-H,SSC - SSC-H,25,160,0.156,6.983,316115,702704,138291.48,154167.54
HW_PYRO_20250713,LD_H_20_2_N,R2,BL3 - BL3-H,SSC - SSC-H,11,160,0.069,3.073,39043,701212,10567.24,66350.68
HW_PYRO_20250713,LD_H_20_2_N,R1,BL3 - BL3-H,SSC - SSC-H,25,160,0.156,6.983,17207,702704,20899.31,154167.54
HW_PYRO_20250713,LD_H_20_2_N,R2,AreaSquareMicrons,CircularityPercent ,11,160,0.069,3.073,963,30,531.79,17.11
HW_PYRO_20250713,LD_H_20_2_N,R2,EccentricityPercent ,MajorDiameterMicrons ,11,160,0.069,3.073,64,39,25.69,16.43
HW_PYRO_20250713,LD_H_20_2_N,R2,MinorDiameterMicrons ,PerimeterMicrons,11,160,0.069,3.073,27,188,13.13,89.13
HW_PYRO_20250713,LD_H_20_2_N,R2,AreaSquareMicrons,CVIntensity,11,160,0.069,3.073,963,42,531.79,15.34
HW_PYRO_20250713,LD_H_20_2_N,R2,SkewnessIntensity,StandardDeviationIntensity,11,160,0.069,3.073,1,146,0.50,50.36
HW_PYRO_20250713,LD_H_20_3_N,All Events,FSC - FSC-H,SSC - SSC-H,99,160,0.619,100.000,157842,123256,166573.67,166406.54
HW_PYRO_20250713,LD_H_20_3_N,R1,FSC - FSC-H,SSC - SSC-H,6,160,0.037,6.061,343366,629535,124877.55,180276.58
HW_PYRO_20250713,LD_H_20_3_N,R2,BL3 - BL3-H,SSC - SSC-H,2,160,0.013,2.020,36174,700860,1024.60,39496.16
HW_PYRO_20250713,LD_H_20_3_N,R1,BL3 - BL3-H,SSC - SSC-H,6,160,0.037,6.061,12083,629535,18666.05,180276.58
HW_PYRO_20250713,LD_H_20_3_N,R2,AreaSquareMicrons,CircularityPercent ,2,160,0.013,2.020,905,25,34.87,5.43
HW_PYRO_20250713,LD_H_20_3_N,R2,EccentricityPercent ,MajorDiameterMicrons ,2,160,0.013,2.020,81,45,9.21,4.37
HW_PYRO_20250713,LD_H_20_3_N,R2,MinorDiameterMicrons ,PerimeterMicrons,2,160,0.013,2.020,26,214,3.45,27.01
HW_PYRO_20250713,LD_H_20_3_N,R2,AreaSquareMicrons,CVIntensity,2,160,0.013,2.020,905,49,34.87,2.77
HW_PYRO_20250713,LD_H_20_3_N,R2,SkewnessIntensity,StandardDeviationIntensity,2,160,0.013,2.020,1,182,0.78,23.99
HW_PYRO_20250713,LD_H_30_N_1,All Events,FSC - FSC-H,SSC - SSC-H,1917,159,12.057,100.000,86235,45930,83344.10,106103.32
HW_PYRO_20250713,LD_H_30_N_1,R1,FSC - FSC-H,SSC - SSC-H,50,159,0.314,2.608,340730,575532,120773.97,111142.32
HW_PYRO_20250713,LD_H_30_N_1,R2,BL3 - BL3-H,SSC - SSC-H,38,159,0.239,1.982,43176,578368,4579.32,92295.76
HW_PYRO_20250713,LD_H_30_N_1,R1,BL3 - BL3-H,SSC - SSC-H,50,159,0.314,2.608,32866,575532,18957.08,111142.32
HW_PYRO_20250713,LD_H_30_N_1,R2,AreaSquareMicrons,CircularityPercent ,38,159,0.239,1.982,899,35,366.96,18.68
HW_PYRO_20250713,LD_H_30_N_1,R2,EccentricityPercent ,MajorDiameterMicrons ,38,159,0.239,1.982,68,40,18.05,9.13
HW_PYRO_20250713,LD_H_30_N_1,R2,MinorDiameterMicrons ,PerimeterMicrons,38,159,0.239,1.982,27,181,8.39,48.51
HW_PYRO_20250713,LD_H_30_N_1,R2,AreaSquareMicrons,CVIntensity,38,159,0.239,1.982,899,51,366.96,13.38
HW_PYRO_20250713,LD_H_30_N_1,R2,SkewnessIntensity,StandardDeviationIntensity,38,159,0.239,1.982,1,161,0.44,37.98
HW_PYRO_20250713,LD_H_30_N_2,All Events,FSC - FSC-H,SSC - SSC-H,3770,159,23.711,100.000,75563,30097,76058.32,82933.45
HW_PYRO_20250713,LD_H_30_N_2,R1,FSC - FSC-H,SSC - SSC-H,43,159,0.270,1.141,348078,624839,125391.22,117548.04
HW_PYRO_20250713,LD_H_30_N_2,R2,BL3 - BL3-H,SSC - SSC-H,28,159,0.176,0.743,41404,652511,5954.70,80554.93
HW_PYRO_20250713,LD_H_30_N_2,R1,BL3 - BL3-H,SSC - SSC-H,43,159,0.270,1.141,27017,624839,20454.72,117548.04
HW_PYRO_20250713,LD_H_30_N_2,R2,AreaSquareMicrons,CircularityPercent ,28,159,0.176,0.743,757,35,473.85,22.85
HW_PYRO_20250713,LD_H_30_N_2,R2,EccentricityPercent ,MajorDiameterMicrons ,28,159,0.176,0.743,63,34,28.96,16.46
HW_PYRO_20250713,LD_H_30_N_2,R2,MinorDiameterMicrons ,PerimeterMicrons,28,159,0.176,0.743,23,149,12.42,78.45
HW_PYRO_20250713,LD_H_30_N_2,R2,AreaSquareMicrons,CVIntensity,28,159,0.176,0.743,757,41,473.85,19.00
HW_PYRO_20250713,LD_H_30_N_2,R2,SkewnessIntensity,StandardDeviationIntensity,28,159,0.176,0.743,1,132,0.70,58.65
HW_PYRO_20250713,LD_H_30_N_3,All Events,FSC - FSC-H,SSC - SSC-H,2531,160,15.819,100.000,76843,33706,78233.66,95950.85
HW_PYRO_20250713,LD_H_30_N_3,R1,FSC - FSC-H,SSC - SSC-H,55,160,0.344,2.173,368468,590061,134231.48,113110.21
HW_PYRO_20250713,LD_H_30_N_3,R2,BL3 - BL3-H,SSC - SSC-H,41,160,0.256,1.620,42100,595235,6574.30,99032.65
HW_PYRO_20250713,LD_H_30_N_3,R1,BL3 - BL3-H,SSC - SSC-H,55,160,0.344,2.173,31468,590061,19215.77,113110.21
HW_PYRO_20250713,LD_H_30_N_3,R2,AreaSquareMicrons,CircularityPercent ,41,160,0.256,1.620,872,33,451.90,18.02
HW_PYRO_20250713,LD_H_30_N_3,R2,EccentricityPercent ,MajorDiameterMicrons ,41,160,0.256,1.620,67,38,20.84,11.55
HW_PYRO_20250713,LD_H_30_N_3,R2,MinorDiameterMicrons ,PerimeterMicrons,41,160,0.256,1.620,26,176,10.77,62.67
HW_PYRO_20250713,LD_H_30_N_3,R2,AreaSquareMicrons,CVIntensity,41,160,0.256,1.620,872,50,451.90,18.88
HW_PYRO_20250713,LD_H_30_N_3,R2,SkewnessIntensity,StandardDeviationIntensity,41,160,0.256,1.620,1,154,0.48,41.73
HW_PYRO_20250713,LD_C_20_N_1,All Events,FSC - FSC-H,SSC - SSC-H,429,160,2.681,100.000,83532,126198,61333.45,117487.35
HW_PYRO_20250713,LD_C_20_N_1,R1,FSC - FSC-H,SSC - SSC-H,16,160,0.100,3.730,245603,519858,34539.19,64752.88
