Plate,Sample,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,X Mean,Y Mean,X SD,Y SD
HW_PYRO_7-02-25,Blank,R2,BL3 - BL3-H,SSC - SSC-H,0,159,0,N/A,N/A,N/A,N/A
HW_PYRO_7-02-25,LD_C_25_3,R2,BL3 - BL3-H,SSC - SSC-H,0,160,0,N/A,N/A,N/A,N/A
HW_PYRO_7-02-25,LD_C_20_N_1,R2,BL3 - BL3-H,SSC - SSC-H,0,160,0,N/A,N/A,N/A,N/A
HW_PYRO_7-02-25,LD_C_20_N_2,R2,BL3 - BL3-H,SSC - SSC-H,0,160,0,N/A,N/A,N/A,N/A
HW_PYRO_7-02-25,LD_C_20_N_3,R2,BL3 - BL3-H,SSC - SSC-H,0,159,0,N/A,N/A,N/A,N/A
HW_PYRO_7-02-25,LD_H_25_1_N,R2,BL3 - BL3-H,SSC - SSC-H,0,159,0,N/A,N/A,N/A,N/A
HW_PYRO_7-02-25,LD_C_25_N_3,R2,BL3 - BL3-H,SSC - SSC-H,0,159,0,N/A,N/A,N/A,N/A
HW_PYRO_7-02-25,LD_C_30_N_1,All Events,FSC - FSC-H,SSC - SSC-H,0,159,0,N/A,N/A,N/A,N/A
HW_PYRO_7-02-25,LD_C_30_N_1,R1,FSC - FSC-H,SSC - SSC-H,0,159,0,N/A,N/A,N/A,N/A
HW_PYRO_7-02-25,LD_C_30_N_1,R2,BL3 - BL3-H,SSC - SSC-H,0,159,0,N/A,N/A,N/A,N/A
HW_PYRO_7-02-25,LD_C_30_N_1,R1,BL3 - BL3-H,SSC - SSC-H,0,159,0,N/A,N/A,N/A,N/A
HW_PYRO_7-02-25,OTB_C_20_N_2,R2,BL3 - BL3-H,SSC - SSC-H,0,160,0,N/A,N/A,N/A,N/A
HW_PYRO_7-02-25,OTB_H_20_3,R2,BL3 - BL3-H,SSC - SSC-H,0,159,0,N/A,N/A,N/A,N/A
HW_PYRO_7-02-25,OTB_H_25_3,R2,BL3 - BL3-H,SSC - SSC-H,0,159,0,N/A,N/A,N/A,N/A
HW_PYRO_7-02-25,Blank,All Events,FSC - FSC-H,SSC - SSC-H,20,159,0.126,95100,35726,85541.72,46142.17
HW_PYRO_7-02-25,LD_H_20_1,All Events,FSC - FSC-H,SSC - SSC-H,90,159,0.566,111576,86642,125896.1,119674.92
HW_PYRO_7-02-25,LD_H_20_2,All Events,FSC - FSC-H,SSC - SSC-H,228,159,1.434,58277,51595,88773.48,90719.38
HW_PYRO_7-02-25,LD_H_20_3,All Events,FSC - FSC-H,SSC - SSC-H,130,160,0.813,45708,49172,29227.68,62302.67
