Plate,Sample,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,X Mean,Y Mean,X SD,Y SD
HW_PYRO_07-09-2025,Blank,All Events,FSC - FSC-H,SSC - SSC-H,2,159,0.013,45229,13380,17556.75,15371.79
HW_PYRO_07-09-2025,Blank,R1,FSC - FSC-H,SSC - SSC-H,0,159,0.000,N/A,N/A,N/A,N/A
HW_PYRO_07-09-2025,Blank,R2,BL3 - BL3-H,SSC - SSC-H,0,159,0.000,N/A,N/A,N/A,N/A
HW_PYRO_07-09-2025,Blank,R1,BL3 - BL3-H,SSC - SSC-H,0,159,0.000,N/A,N/A,N/A,N/A
HW_PYRO_07-09-2025,LD_H_20_1,All Events,FSC - FSC-H,SSC - SSC-H,187,159,1.176,105407,63273,119593.17,116081.60
HW_PYRO_07-09-2025,LD_H_20_1,R1,FSC - FSC-H,SSC - SSC-H,6,159,0.038,323580,513969,156305.20,92595.09
HW_PYRO_07-09-2025,LD_H_20_1,R2,BL3 - BL3-H,SSC - SSC-H,3,159,0.019,40350,558366,2152.06,118672.35
HW_PYRO_07-09-2025,LD_H_20_1,R1,BL3 - BL3-H,SSC - SSC-H,6,159,0.038,20199,513969,22116.42,92595.09
HW_PYRO_07-09-2025,LD_H_20_1,R2,AreaSquareMicrons,CircularityPercent ,3,159,0.019,1495,59,1004.22,32.90
HW_PYRO_07-09-2025,LD_H_20_1,R2,EccentricityPercent ,MajorDiameterMicrons ,3,159,0.019,63,52,30.65,4.52
HW_PYRO_07-09-2025,LD_H_20_1,R2,MinorDiameterMicrons ,PerimeterMicrons,3,159,0.019,35,172,22.18,23.55
HW_PYRO_07-09-2025,LD_H_20_1,R2,AverageIntensity,CVIntensity,3,159,0.019,374,39,23.71,2.73
HW_PYRO_07-09-2025,LD_H_20_1,R2,SkewnessIntensity,StandardDeviationIntensity,3,159,0.019,2,145,0.45,15.89
HW_PYRO_07-09-2025,LD_H_20_2,All Events,FSC - FSC-H,SSC - SSC-H,198,159,1.245,130846,86741,134249.90,144923.78
HW_PYRO_07-09-2025,LD_H_20_2,R1,FSC - FSC-H,SSC - SSC-H,11,159,0.069,414955,550207,129077.09,166946.86
HW_PYRO_07-09-2025,LD_H_20_2,R2,BL3 - BL3-H,SSC - SSC-H,5,159,0.031,32944,574643,3726.75,96982.69
HW_PYRO_07-09-2025,LD_H_20_2,R1,BL3 - BL3-H,SSC - SSC-H,11,159,0.069,15136,550207,17217.24,166946.86
HW_PYRO_07-09-2025,LD_H_20_2,R2,AreaSquareMicrons,CircularityPercent ,5,159,0.031,799,36,352.71,27.75
HW_PYRO_07-09-2025,LD_H_20_2,R2,EccentricityPercent ,MajorDiameterMicrons ,5,159,0.031,58,36,28.43,4.46
HW_PYRO_07-09-2025,LD_H_20_2,R2,MinorDiameterMicrons ,PerimeterMicrons,5,159,0.031,28,177,9.82,37.05
HW_PYRO_07-09-2025,LD_H_20_2,R2,AverageIntensity,CVIntensity,5,159,0.031,312,45,22.07,6.03
HW_PYRO_07-09-2025,LD_H_20_2,R2,SkewnessIntensity,StandardDeviationIntensity,5,159,0.031,2,139,0.33,13.88
HW_PYRO_07-09-2025,LD_H_20_3,All Events,FSC - FSC-H,SSC - SSC-H,400,159,2.516,88077,55938,127620.98,132352.59
HW_PYRO_07-09-2025,LD_H_20_3,R1,FSC - FSC-H,SSC - SSC-H,11,159,0.069,404183,712136,169264.73,190702.42
HW_PYRO_07-09-2025,LD_H_20_3,R2,BL3 - BL3-H,SSC - SSC-H,7,159,0.044,39247,827150,7061.98,126250.89
HW_PYRO_07-09-2025,LD_H_20_3,R1,BL3 - BL3-H,SSC - SSC-H,11,159,0.069,24991,712136,20522.44,190702.42
HW_PYRO_07-09-2025,LD_H_20_3,R2,AreaSquareMicrons,CircularityPercent ,7,159,0.044,721,24,423.06,14.95
HW_PYRO_07-09-2025,LD_H_20_3,R2,EccentricityPercent ,MajorDiameterMicrons ,7,159,0.044,68,37,32.11,16.38
HW_PYRO_07-09-2025,LD_H_20_3,R2,MinorDiameterMicrons ,PerimeterMicrons,7,159,0.044,21,172,11.74,94.29
HW_PYRO_07-09-2025,LD_H_20_3,R2,AverageIntensity,CVIntensity,7,159,0.044,286,41,143.70,18.88
HW_PYRO_07-09-2025,LD_H_20_3,R2,SkewnessIntensity,StandardDeviationIntensity,7,159,0.044,1,135,0.59,65.23
HW_PYRO_07-09-2025,LD_H_25_1,All Events,FSC - FSC-H,SSC - SSC-H,270,159,1.698,90495,93711,97483.48,141300.42
HW_PYRO_07-09-2025,LD_H_25_1,R1,FSC - FSC-H,SSC - SSC-H,17,159,0.107,310024,559301,103626.25,108006.70
HW_PYRO_07-09-2025,LD_H_25_1,R2,BL3 - BL3-H,SSC - SSC-H,10,159,0.063,42198,557489,8326.65,61108.14
HW_PYRO_07-09-2025,LD_H_25_1,R1,BL3 - BL3-H,SSC - SSC-H,17,159,0.107,24863,559301,22251.36,108006.70
HW_PYRO_07-09-2025,LD_H_25_1,R2,AreaSquareMicrons,CircularityPercent ,10,159,0.063,738,22,627.31,17.36
HW_PYRO_07-09-2025,LD_H_25_1,R2,EccentricityPercent ,MajorDiameterMicrons ,10,159,0.063,60,33,33.53,19.09
HW_PYRO_07-09-2025,LD_H_25_1,R2,MinorDiameterMicrons ,PerimeterMicrons,10,159,0.063,21,168,14.23,103.45
HW_PYRO_07-09-2025,LD_H_25_1,R2,AverageIntensity,CVIntensity,10,159,0.063,258,46,141.11,27.36
HW_PYRO_07-09-2025,LD_H_25_1,R2,SkewnessIntensity,StandardDeviationIntensity,10,159,0.063,1,147,0.66,83.39
HW_PYRO_07-09-2025,LD_H_25_2,All Events,FSC - FSC-H,SSC - SSC-H,196,159,1.233,134737,152089,144581.34,216275.72
HW_PYRO_07-09-2025,LD_H_25_2,R1,FSC - FSC-H,SSC - SSC-H,33,159,0.208,322875,582475,130102.19,108820.85
