Plate,Sample,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,X Mean,Y Mean,X SD,Y SD
HW_PYRO_6-07-25,Blank,All Events,FSC - FSC-H,SSC - SSC-H,18,159,0.113,51458,32743,13978.91,9878.97
HW_PYRO_6-07-25,Blank,R1,FSC - FSC-H,SSC - SSC-H,0,159,0.000,N/A,N/A,N/A,N/A
HW_PYRO_6-07-25,Blank,R2,BL3 - BL3-H,SSC - SSC-H,0,159,0.000,N/A,N/A,N/A,N/A
HW_PYRO_6-07-25,Blank,R1,BL3 - BL3-H,SSC - SSC-H,0,159,0.000,N/A,N/A,N/A,N/A
HW_PYRO_6-07-25,LD_H_20_1,All Events,FSC - FSC-H,SSC - SSC-H,674,160,4.213,88928,39949,97745.92,98647.50
HW_PYRO_6-07-25,LD_H_20_1,R1,FSC - FSC-H,SSC - SSC-H,11,160,0.069,339971,634718,77001.40,180947.63
HW_PYRO_6-07-25,LD_H_20_1,R2,BL3 - BL3-H,SSC - SSC-H,8,160,0.050,39549,698728,12400.85,166051.05
HW_PYRO_6-07-25,LD_H_20_1,R1,BL3 - BL3-H,SSC - SSC-H,11,160,0.069,28774,634718,21170.34,180947.63
HW_PYRO_6-07-25,LD_H_20_1,R2,AreaSquareMicrons - AreaSquareMicrons,CircularityPercent  - CircularityPercent ,8,160,0.050,917,37,401.54,25.22
HW_PYRO_6-07-25,LD_H_20_1,R2,EccentricityPercent  - EccentricityPercent ,MajorDiameterMicrons  - MajorDiameterMicrons ,8,160,0.050,69,41,19.37,5.80
HW_PYRO_6-07-25,LD_H_20_1,R2,MinorDiameterMicrons  - MinorDiameterMicrons ,PerimeterMicrons - PerimeterMicrons,8,160,0.050,28,198,10.19,72.27
HW_PYRO_6-07-25,LD_H_20_1,R2,AverageIntensity - AverageIntensity,CVIntensity - CVIntensity,8,160,0.050,345,47,53.03,9.07
HW_PYRO_6-07-25,LD_H_20_1,R2,SkewnessIntensity - SkewnessIntensity,StandardDeviationIntensity - StandardDeviationIntensity,8,160,0.050,1,161,0.50,28.17
HW_PYRO_6-07-25,LD_H_20_2,All Events,FSC - FSC-H,SSC - SSC-H,1032,160,6.450,107679,28595,123889.64,78240.09
HW_PYRO_6-07-25,LD_H_20_2,R1,FSC - FSC-H,SSC - SSC-H,11,160,0.069,333164,590514,174149.92,165071.82
HW_PYRO_6-07-25,LD_H_20_2,R2,BL3 - BL3-H,SSC - SSC-H,5,160,0.031,45805,673924,4916.48,139063.64
HW_PYRO_6-07-25,LD_H_20_2,R1,BL3 - BL3-H,SSC - SSC-H,11,160,0.069,20846,590514,24097.71,165071.82
HW_PYRO_6-07-25,LD_H_20_2,R2,AreaSquareMicrons,CircularityPercent ,5,160,0.031,1009,25,379.37,2.79
HW_PYRO_6-07-25,LD_H_20_2,R2,EccentricityPercent ,MajorDiameterMicrons ,5,160,0.031,75,44,12.12,4.37
HW_PYRO_6-07-25,LD_H_20_2,R2,MinorDiameterMicrons ,PerimeterMicrons,5,160,0.031,29,222,8.82,52.92
HW_PYRO_6-07-25,LD_H_20_2,R2,AverageIntensity,CVIntensity,5,160,0.031,354,44,21.53,5.41
HW_PYRO_6-07-25,LD_H_20_2,R2,SkewnessIntensity,StandardDeviationIntensity,5,160,0.031,1,156,0.17,24.79
HW_PYRO_6-07-25,LD_H_20_3,All Events,FSC - FSC-H,SSC - SSC-H,731,159,4.597,104806,19465,119867.44,59411.08
HW_PYRO_6-07-25,LD_H_20_3,R1,FSC - FSC-H,SSC - SSC-H,6,159,0.038,109427,533009,28312.08,101811.37
HW_PYRO_6-07-25,LD_H_20_3,R2,BL3 - BL3-H,SSC - SSC-H,0,159,0.000,N/A,N/A,N/A,N/A
HW_PYRO_6-07-25,LD_H_20_3,R1,BL3 - BL3-H,SSC - SSC-H,6,159,0.038,37,533009,15.84,101811.37
HW_PYRO_6-07-25,LD_H_25_1,All Events,FSC - FSC-H,SSC - SSC-H,726,159,4.566,109505,26561,119931.21,72040.18
HW_PYRO_6-07-25,LD_H_25_1,R1,FSC - FSC-H,SSC - SSC-H,8,159,0.050,294062,608097,134046.65,102729.05
HW_PYRO_6-07-25,LD_H_25_1,R2,BL3 - BL3-H,SSC - SSC-H,4,159,0.025,53361,662873,3895.19,92850.39
