Plate,Sample,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,X Mean,Y Mean,X SD,Y SD
HW_PYRO_6-22-25,Blank,All Events,FSC - FSC-H,SSC - SSC-H,12,159,0.075,67088,17885,24048.92,16715.48
HW_PYRO_6-22-25,Blank,R1,FSC - FSC-H,SSC - SSC-H,0,159,0.000,N/A,N/A,N/A,N/A
HW_PYRO_6-22-25,Blank,R2,BL3 - BL3-H,SSC - SSC-H,0,159,0.000,N/A,N/A,N/A,N/A
HW_PYRO_6-22-25,Blank,R1,BL3 - BL3-H,SSC - SSC-H,0,159,0.000,N/A,N/A,N/A,N/A
HW_PYRO_6-22-25,LD_H_20_1,All Events,FSC - FSC-H,SSC - SSC-H,935,159,5.881,169046,165257,151034.11,222307.79
HW_PYRO_6-22-25,LD_H_20_1,R1,FSC - FSC-H,SSC - SSC-H,155,159,0.975,343963,600769,125062.89,117240.02
HW_PYRO_6-22-25,LD_H_20_1,R2,BL3 - BL3-H,SSC - SSC-H,117,159,0.736,39544,625366,9622.78,110208.24
HW_PYRO_6-22-25,LD_H_20_1,R1,BL3 - BL3-H,SSC - SSC-H,155,159,0.975,29897,600769,18929.79,117240.02
HW_PYRO_6-22-25,LD_H_20_1,R2,AreaSquareMicrons - AreaSquareMicrons,CircularityPercent  - CircularityPercent ,117,159,0.736,850,29,432.50,19.04
HW_PYRO_6-22-25,LD_H_20_1,R2,EccentricityPercent  - EccentricityPercent ,MajorDiameterMicrons  - MajorDiameterMicrons ,117,159,0.736,62,N/A,26.17,N/A
HW_PYRO_6-22-25,LD_H_20_1,R2,MinorDiameterMicrons  - MinorDiameterMicrons ,PerimeterMicrons - PerimeterMicrons,117,159,0.736,26,186,11.83,79.12
HW_PYRO_6-22-25,LD_H_20_1,R2,AverageIntensity - AverageIntensity,CVIntensity - CVIntensity,117,159,0.736,316,44,103.16,15.42
HW_PYRO_6-22-25,LD_H_20_1,R2,SkewnessIntensity - SkewnessIntensity,StandardDeviationIntensity - StandardDeviationIntensity,117,159,0.736,1,147,0.54,50.58
HW_PYRO_6-22-25,LD_H_20_2,All Events,FSC - FSC-H,SSC - SSC-H,1086,160,6.787,157431,155589,146187.94,223751.29
HW_PYRO_6-22-25,LD_H_20_2,R1,FSC - FSC-H,SSC - SSC-H,196,160,1.225,350336,589602,110487.49,104646.76
HW_PYRO_6-22-25,LD_H_20_2,R2,BL3 - BL3-H,SSC - SSC-H,161,160,1.006,39962,599126,10546.55,100386.97
HW_PYRO_6-22-25,LD_H_20_2,R1,BL3 - BL3-H,SSC - SSC-H,196,160,1.225,32841,589602,18047.62,104646.76
HW_PYRO_6-22-25,LD_H_20_2,R2,AreaSquareMicrons - AreaSquareMicrons,CircularityPercent  - CircularityPercent ,161,160,1.006,953,36,398.06,22.59
HW_PYRO_6-22-25,LD_H_20_2,R2,EccentricityPercent  - EccentricityPercent ,MajorDiameterMicrons  - MajorDiameterMicrons ,161,160,1.006,60,40,23.23,10.63
HW_PYRO_6-22-25,LD_H_20_2,R2,MinorDiameterMicrons  - MinorDiameterMicrons ,PerimeterMicrons - PerimeterMicrons,161,160,1.006,29,190,10.65,69.86
HW_PYRO_6-22-25,LD_H_20_2,R2,AverageIntensity - AverageIntensity,CVIntensity - CVIntensity,161,160,1.006,335,43,75.74,11.31
HW_PYRO_6-22-25,LD_H_20_2,R2,SkewnessIntensity - SkewnessIntensity,StandardDeviationIntensity - StandardDeviationIntensity,161,160,1.006,1,147,0.42,39.70
HW_PYRO_6-22-25,LD_H_20_3,All Events,FSC - FSC-H,SSC - SSC-H,561,160,3.506,144959,144431,141862.56,204603.24
HW_PYRO_6-22-25,LD_H_20_3,R1,FSC - FSC-H,SSC - SSC-H,76,160,0.475,327313,595189,134270.78,123900.00
HW_PYRO_6-22-25,LD_H_20_3,R2,BL3 - BL3-H,SSC - SSC-H,55,160,0.344,42470,610573,9470.31,101245.09
HW_PYRO_6-22-25,LD_H_20_3,R1,BL3 - BL3-H,SSC - SSC-H,76,160,0.475,31160,595189,20407.66,123900.00
HW_PYRO_6-22-25,LD_H_20_3,R2,AreaSquareMicrons,CircularityPercent ,55,160,0.344,746,24,441.24,16.09
HW_PYRO_6-22-25,LD_H_20_3,R2,EccentricityPercent ,MajorDiameterMicrons ,55,160,0.344,66,36,27.20,13.97
HW_PYRO_6-22-25,LD_H_20_3,R2,MinorDiameterMicrons ,PerimeterMicrons,55,160,0.344,23,185,12.14,86.86
HW_PYRO_6-22-25,LD_H_20_3,R2,AverageIntensity,CVIntensity,55,160,0.344,309,45,109.90,17.43
HW_PYRO_6-22-25,LD_H_20_3,R2,SkewnessIntensity,StandardDeviationIntensity,55,160,0.344,1,148,0.47,52.09
HW_PYRO_6-22-25,LD_H_25_1,All Events,FSC - FSC-H,SSC - SSC-H,1125,160,7.031,118420,128681,116954.45,182570.28
