Plate,Sample,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,X Mean,Y Mean,X SD,Y SD
HW_PYRO_06-20-25,Blank,All Events,FSC - FSC-H,SSC - SSC-H,8,159,0.05,55140,49728,7852.2,50849.12
HW_PYRO_06-20-25,Blank,R1,FSC - FSC-H,SSC - SSC-H,0,159,0,N/A,N/A,N/A,N/A
HW_PYRO_06-20-25,Blank,R2,BL3 - BL3-H,SSC - SSC-H,0,159,0,N/A,N/A,N/A,N/A
HW_PYRO_06-20-25,Blank,R1,BL3 - BL3-H,SSC - SSC-H,0,159,0,N/A,N/A,N/A,N/A
HW_PYRO_06-20-25,LD_H_20_1,All Events,FSC - FSC-H,SSC - SSC-H,5457,160,34.106,91063,36302,98554.65,85756.56
HW_PYRO_06-20-25,LD_H_20_1,R1,FSC - FSC-H,SSC - SSC-H,68,160,0.425,395317,585508,126051.86,136868.81
HW_PYRO_06-20-25,LD_H_20_1,R2,BL3 - BL3-H,SSC - SSC-H,40,160,0.25,41022,643482,11243.8,125724
HW_PYRO_06-20-25,LD_H_20_1,R1,BL3 - BL3-H,SSC - SSC-H,68,160,0.425,24351,585508,21844.19,136868.81
HW_PYRO_06-20-25,LD_H_20_1,R2,AreaSquareMicrons,CircularityPercent ,40,160,0.25,1199,36,403.61,20.84
HW_PYRO_06-20-25,LD_H_20_1,R2,EccentricityPercent ,MajorDiameterMicrons ,40,160,0.25,64,46,16.1,7.98
HW_PYRO_06-20-25,LD_H_20_1,R2,MinorDiameterMicrons ,PerimeterMicrons,40,160,0.25,33,218,7.65,44.1
HW_PYRO_06-20-25,LD_H_20_1,R2,AverageIntensity,CVIntensity,40,160,0.25,356,46,40.63,7.57
HW_PYRO_06-20-25,LD_H_20_1,R2,SkewnessIntensity,StandardDeviationIntensity,40,160,0.25,1,163,0.52,25.32
HW_PYRO_06-20-25,LD_H_20_2,All Events,FSC - FSC-H,SSC - SSC-H,7102,160,44.388,98564,43594,109064.02,101174.72
HW_PYRO_06-20-25,LD_H_20_2,R1,FSC - FSC-H,SSC - SSC-H,133,160,0.831,425106,579094,154677.45,134537.85
HW_PYRO_06-20-25,LD_H_20_2,R2,BL3 - BL3-H,SSC - SSC-H,73,160,0.456,40520,600374,12574.02,128145.69
HW_PYRO_06-20-25,LD_H_20_2,R1,BL3 - BL3-H,SSC - SSC-H,133,160,0.831,22346,579094,22167.09,134537.85
HW_PYRO_06-20-25,LD_H_20_2,R2,AreaSquareMicrons - AreaSquareMicrons,CircularityPercent  - CircularityPercent ,73,160,0.456,1142,41,482.65,24.54
HW_PYRO_06-20-25,LD_H_20_2,R2,EccentricityPercent  - EccentricityPercent ,MajorDiameterMicrons  - MajorDiameterMicrons ,73,160,0.456,58,42,23.35,12.19
HW_PYRO_06-20-25,LD_H_20_2,R2,MinorDiameterMicrons  - MinorDiameterMicrons ,PerimeterMicrons - PerimeterMicrons,73,160,0.456,32,190,11.15,69.22
HW_PYRO_06-20-25,LD_H_20_2,R2,AverageIntensity - AverageIntensity,CVIntensity - CVIntensity,73,160,0.456,331,45,88.07,12.63
HW_PYRO_06-20-25,LD_H_20_2,R2,SkewnessIntensity - SkewnessIntensity,StandardDeviationIntensity - StandardDeviationIntensity,73,160,0.456,1,157,0.48,45.39
HW_PYRO_06-20-25,LD_H_20_3,All Events,FSC - FSC-H,SSC - SSC-H,4882,160,30.512,95799,26525,106736.58,63171.07
HW_PYRO_06-20-25,LD_H_20_3,R1,FSC - FSC-H,SSC - SSC-H,31,160,0.194,290618,476671,178764.96,72184.04
HW_PYRO_06-20-25,LD_H_20_3,R2,BL3 - BL3-H,SSC - SSC-H,16,160,0.1,26745,455459,8537.7,52441.07
HW_PYRO_06-20-25,LD_H_20_3,R1,BL3 - BL3-H,SSC - SSC-H,31,160,0.194,13906,476671,14776.24,72184.04
HW_PYRO_06-20-25,LD_H_20_3,R2,AreaSquareMicrons,CircularityPercent ,16,160,0.1,191,19,330.15,26.52
HW_PYRO_06-20-25,LD_H_20_3,R2,EccentricityPercent ,MajorDiameterMicrons ,16,160,0.1,36,13,42.56,17.24
HW_PYRO_06-20-25,LD_H_20_3,R2,MinorDiameterMicrons ,PerimeterMicrons,16,160,0.1,7,52,10.3,80.44
HW_PYRO_06-20-25,LD_H_20_3,R2,AverageIntensity,CVIntensity,16,160,0.1,155,21,188.55,26.39
HW_PYRO_06-20-25,LD_H_20_3,R2,SkewnessIntensity,StandardDeviationIntensity,16,160,0.1,0,70,0.57,84.15
HW_PYRO_06-20-25,LD_H_25_1,All Events,FSC - FSC-H,SSC - SSC-H,5498,160,34.362,80146,34541,82967.83,86017.41
HW_PYRO_06-20-25,LD_H_25_1,R1,FSC - FSC-H,SSC - SSC-H,80,160,0.5,334156,579987,120123.13,100509.12
HW_PYRO_06-20-25,LD_H_25_1,R2,BL3 - BL3-H,SSC - SSC-H,56,160,0.35,46555,584553,8474.13,95066.14
HW_PYRO_06-20-25,LD_H_25_1,R1,BL3 - BL3-H,SSC - SSC-H,80,160,0.5,32810,579987,22293.76,100509.12
HW_PYRO_06-20-25,LD_H_25_1,R2,AreaSquareMicrons,CircularityPercent ,56,160,0.35,982,31,381.74,18.67
HW_PYRO_06-20-25,LD_H_25_1,R2,EccentricityPercent ,MajorDiameterMicrons ,56,160,0.35,62,40,21.46,9.35
HW_PYRO_06-20-25,LD_H_25_1,R2,MinorDiameterMicrons ,PerimeterMicrons,56,160,0.35,29,205,9.76,67.78
HW_PYRO_06-20-25,LD_H_25_1,R2,AverageIntensity,CVIntensity,56,160,0.35,325,50,75.04,12.61
HW_PYRO_06-20-25,LD_H_25_1,R2,SkewnessIntensity,StandardDeviationIntensity,56,160,0.35,1,168,0.39,40.9
HW_PYRO_06-20-25,LD_H_25_2,All Events,FSC - FSC-H,SSC - SSC-H,4368,160,27.3,83200,37672,87589.34,93639.39
HW_PYRO_06-20-25,LD_H_25_2,R1,FSC - FSC-H,SSC - SSC-H,72,160,0.45,390869,624033,136673.48,114757.81
HW_PYRO_06-20-25,LD_H_25_2,R2,BL3 - BL3-H,SSC - SSC-H,52,160,0.325,43202,630292,9215.15,104551.94
HW_PYRO_06-20-25,LD_H_25_2,R1,BL3 - BL3-H,SSC - SSC-H,72,160,0.45,31239,624033,20936.22,114757.81
HW_PYRO_06-20-25,LD_H_25_2,R2,AreaSquareMicrons,CircularityPercent ,52,160,0.325,987,34,566.74,18.92
