Plate,Sample,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,X Mean,Y Mean,X SD,Y SD
HW_PYRO_6-18-25,Blank,All Events,FSC - FSC-H,SSC - SSC-H,18,159,0.113,75040,37473,78323.76,30807.79
HW_PYRO_6-18-25,Blank,R1,FSC - FSC-H,SSC - SSC-H,0,159,0,N/A,N/A,N/A,N/A
HW_PYRO_6-18-25,Blank,R2,BL3 - BL3-H,SSC - SSC-H,0,159,0,N/A,N/A,N/A,N/A
HW_PYRO_6-18-25,Blank,R1,BL3 - BL3-H,SSC - SSC-H,0,159,0,N/A,N/A,N/A,N/A
HW_PYRO_6-18-25,LD_H_20_1,All Events,FSC - FSC-H,SSC - SSC-H,5057,160,31.606,99334,36180,110467.92,88154.27
HW_PYRO_6-18-25,LD_H_20_1,R1,FSC - FSC-H,SSC - SSC-H,62,160,0.388,363527,557116,166661.05,138073.14
HW_PYRO_6-18-25,LD_H_20_1,R2,BL3 - BL3-H,SSC - SSC-H,28,160,0.175,46702,635040,7328.26,113227.1
HW_PYRO_6-18-25,LD_H_20_1,R1,BL3 - BL3-H,SSC - SSC-H,62,160,0.388,21180,557116,23856.73,138073.14
HW_PYRO_6-18-25,LD_H_20_1,R2,AreaSquareMicrons - AreaSquareMicrons,CircularityPercent  - CircularityPercent ,28,160,0.175,971,30,525.76,19.95
HW_PYRO_6-18-25,LD_H_20_1,R2,EccentricityPercent  - EccentricityPercent ,MajorDiameterMicrons  - MajorDiameterMicrons ,28,160,0.175,64,40,24.19,14.38
HW_PYRO_6-18-25,LD_H_20_1,R2,MinorDiameterMicrons  - MinorDiameterMicrons ,PerimeterMicrons - PerimeterMicrons,28,160,0.175,27,200,12.49,83.75
HW_PYRO_6-18-25,LD_H_20_1,R2,AverageIntensity - AverageIntensity,CVIntensity - CVIntensity,28,160,0.175,345,42,101.81,13.52
HW_PYRO_6-18-25,LD_H_20_1,R2,SkewnessIntensity - SkewnessIntensity,StandardDeviationIntensity - StandardDeviationIntensity,28,160,0.175,1,156,0.54,51
HW_PYRO_6-18-25,LD_H_20_2,All Events,FSC - FSC-H,SSC - SSC-H,6864,160,42.9,95708,35774,102044.87,86013.61
HW_PYRO_6-18-25,LD_H_20_2,R1,FSC - FSC-H,SSC - SSC-H,78,160,0.487,390290,591085,125712.46,127048.2
HW_PYRO_6-18-25,LD_H_20_2,R2,BL3 - BL3-H,SSC - SSC-H,42,160,0.263,40875,595189,8285.03,102104.97
HW_PYRO_6-18-25,LD_H_20_2,R1,BL3 - BL3-H,SSC - SSC-H,78,160,0.487,22044,591085,21346.18,127048.2
HW_PYRO_6-18-25,LD_H_20_2,R2,AreaSquareMicrons,CircularityPercent ,42,160,0.263,917,27,464.91,20.81
HW_PYRO_6-18-25,LD_H_20_2,R2,EccentricityPercent ,MajorDiameterMicrons ,42,160,0.263,55,37,27.23,14
HW_PYRO_6-18-25,LD_H_20_2,R2,MinorDiameterMicrons ,PerimeterMicrons,42,160,0.263,28,203,11.89,100.87
HW_PYRO_6-18-25,LD_H_20_2,R2,AverageIntensity,CVIntensity,42,160,0.263,313,44,108.82,15.51
HW_PYRO_6-18-25,LD_H_20_2,R2,SkewnessIntensity,StandardDeviationIntensity,42,160,0.263,1,151,0.56,54.37
HW_PYRO_6-18-25,LD_H_20_3,All Events,FSC - FSC-H,SSC - SSC-H,3370,160,21.063,94296,29522,104854.12,64068.39
HW_PYRO_6-18-25,LD_H_20_3,R1,FSC - FSC-H,SSC - SSC-H,5,160,0.031,339092,447682,152733.71,18140.96
HW_PYRO_6-18-25,LD_H_20_3,R2,BL3 - BL3-H,SSC - SSC-H,1,160,0.006,37473,448038,N/A,N/A
HW_PYRO_6-18-25,LD_H_20_3,R1,BL3 - BL3-H,SSC - SSC-H,5,160,0.031,7525,447682,16741.33,18140.96
HW_PYRO_6-18-25,LD_H_20_3,R2,AreaSquareMicrons,CircularityPercent ,1,160,0.006,1880,85,N/A,N/A
HW_PYRO_6-18-25,LD_H_20_3,R2,EccentricityPercent ,MajorDiameterMicrons ,1,160,0.006,29,50,N/A,N/A
HW_PYRO_6-18-25,LD_H_20_3,R2,MinorDiameterMicrons ,PerimeterMicrons,1,160,0.006,48,167,N/A,N/A
HW_PYRO_6-18-25,LD_H_20_3,R2,AverageIntensity,CVIntensity,1,160,0.006,378,44,N/A,N/A
HW_PYRO_6-18-25,LD_H_20_3,R2,SkewnessIntensity,StandardDeviationIntensity,1,160,0.006,1,166,N/A,N/A
HW_PYRO_6-18-25,LD_H_25_1,All Events,FSC - FSC-H,SSC - SSC-H,4110,160,25.688,85818,42558,90351.79,99374.91
HW_PYRO_6-18-25,LD_H_25_1,R1,FSC - FSC-H,SSC - SSC-H,81,160,0.506,352288,593824,123487.12,111679.61
HW_PYRO_6-18-25,LD_H_25_1,R2,BL3 - BL3-H,SSC - SSC-H,64,160,0.4,43802,604341,6663.52,93260.38
HW_PYRO_6-18-25,LD_H_25_1,R1,BL3 - BL3-H,SSC - SSC-H,81,160,0.506,34645,593824,18831.32,111679.61
HW_PYRO_6-18-25,LD_H_25_1,R2,AreaSquareMicrons,CircularityPercent ,64,160,0.4,987,30,414.48,18.55
HW_PYRO_6-18-25,LD_H_25_1,R2,EccentricityPercent ,MajorDiameterMicrons ,64,160,0.4,60,39,21.33,11.86
HW_PYRO_6-18-25,LD_H_25_1,R2,MinorDiameterMicrons ,PerimeterMicrons,64,160,0.4,29,202,10.5,71.49
HW_PYRO_6-18-25,LD_H_25_1,R2,AverageIntensity,CVIntensity,64,160,0.4,320,48,92.91,15.37
HW_PYRO_6-18-25,LD_H_25_1,R2,SkewnessIntensity,StandardDeviationIntensity,64,160,0.4,1,162,0.5,49.8
HW_PYRO_6-18-25,LD_H_25_2,All Events,FSC - FSC-H,SSC - SSC-H,4483,160,28.019,82757,28977,94801.54,79781.45
HW_PYRO_6-18-25,LD_H_25_2,R1,FSC - FSC-H,SSC - SSC-H,47,160,0.294,356240,606583,138223.36,107380.72
HW_PYRO_6-18-25,LD_H_25_2,R2,BL3 - BL3-H,SSC - SSC-H,31,160,0.194,42502,621976,8235.97,99539.34
HW_PYRO_6-18-25,LD_H_25_2,R1,BL3 - BL3-H,SSC - SSC-H,47,160,0.294,28275,606583,21117.11,107380.72
HW_PYRO_6-18-25,LD_H_25_2,R2,AreaSquareMicrons,CircularityPercent ,31,160,0.194,1080,37,352.67,22.85
HW_PYRO_6-18-25,LD_H_25_2,R2,EccentricityPercent ,MajorDiameterMicrons ,31,160,0.194,54,41,21.46,8.99
HW_PYRO_6-18-25,LD_H_25_2,R2,MinorDiameterMicrons ,PerimeterMicrons,31,160,0.194,32,200,9.08,57.99
HW_PYRO_6-18-25,LD_H_25_2,R2,AverageIntensity,CVIntensity,31,160,0.194,319,48,67.37,11.05
HW_PYRO_6-18-25,LD_H_25_2,R2,SkewnessIntensity,StandardDeviationIntensity,31,160,0.194,1,158,0.43,37.51
HW_PYRO_6-18-25,LD_H_25_3,All Events,FSC - FSC-H,SSC - SSC-H,3783,160,23.644,76896,43261,80847.41,104523.07
HW_PYRO_6-18-25,LD_H_25_3,R1,FSC - FSC-H,SSC - SSC-H,91,160,0.569,329930,573495,126957.21,116935.74
HW_PYRO_6-18-25,LD_H_25_3,R2,BL3 - BL3-H,SSC - SSC-H,61,160,0.381,47178,598808,7815.07,91896.38
HW_PYRO_6-18-25,LD_H_25_3,R1,BL3 - BL3-H,SSC - SSC-H,91,160,0.569,31777,573495,23001.13,116935.74
HW_PYRO_6-18-25,LD_H_25_3,R2,AreaSquareMicrons,CircularityPercent ,61,160,0.381,894,27,424.96,20.41
HW_PYRO_6-18-25,LD_H_25_3,R2,EccentricityPercent ,MajorDiameterMicrons ,61,160,0.381,55,36,25.4,13.8
HW_PYRO_6-18-25,LD_H_25_3,R2,MinorDiameterMicrons ,PerimeterMicrons,61,160,0.381,27,196,11.92,86.03
HW_PYRO_6-18-25,LD_H_25_3,R2,AverageIntensity,CVIntensity,61,160,0.381,296,46,113.83,18.22
HW_PYRO_6-18-25,LD_H_25_3,R2,SkewnessIntensity,StandardDeviationIntensity,61,160,0.381,1,153,0.62,59.66
HW_PYRO_6-18-25,LD_H_30_1,All Events,FSC - FSC-H,SSC - SSC-H,5427,160,33.919,85324,35692,90504.98,93921.26
HW_PYRO_6-18-25,LD_H_30_1,R1,FSC - FSC-H,SSC - SSC-H,101,160,0.631,347062,573044,142012.11,119703.13
HW_PYRO_6-18-25,LD_H_30_1,R2,BL3 - BL3-H,SSC - SSC-H,63,160,0.394,40596,590530,11471.53,101748.32
HW_PYRO_6-18-25,LD_H_30_1,R1,BL3 - BL3-H,SSC - SSC-H,101,160,0.631,25452,573044,21585.46,119703.13
HW_PYRO_6-18-25,LD_H_30_1,R2,AreaSquareMicrons,CircularityPercent ,63,160,0.394,951,34,578.4,23.13
HW_PYRO_6-18-25,LD_H_30_1,R2,EccentricityPercent ,MajorDiameterMicrons ,63,160,0.394,49,36,26.37,15.83
HW_PYRO_6-18-25,LD_H_30_1,R2,MinorDiameterMicrons ,PerimeterMicrons,63,160,0.394,28,171,14.42,84.13
HW_PYRO_6-18-25,LD_H_30_1,R2,AverageIntensity,CVIntensity,63,160,0.394,290,43,126.13,18.22
HW_PYRO_6-18-25,LD_H_30_1,R2,SkewnessIntensity,StandardDeviationIntensity,63,160,0.394,1,143,0.58,61.52
HW_PYRO_6-18-25,LD_H_30_2,All Events,FSC - FSC-H,SSC - SSC-H,4410,159,27.736,75501,34663,80566.56,87143.69
HW_PYRO_6-18-25,LD_H_30_2,R1,FSC - FSC-H,SSC - SSC-H,64,159,0.403,406264,581327,132628.85,109817.17
HW_PYRO_6-18-25,LD_H_30_2,R2,BL3 - BL3-H,SSC - SSC-H,37,159,0.233,41004,600070,11020.1,111023.02
HW_PYRO_6-18-25,LD_H_30_2,R1,BL3 - BL3-H,SSC - SSC-H,64,159,0.403,24147,581327,21599.42,109817.17
HW_PYRO_6-18-25,LD_H_30_2,R2,AreaSquareMicrons,CircularityPercent ,37,159,0.233,1047,34,632.82,24.44
HW_PYRO_6-18-25,LD_H_30_2,R2,EccentricityPercent ,MajorDiameterMicrons ,37,159,0.233,54,39,24.56,14.31
